po_id,po_line_id,supplier_id,product_id,warehouse_id,order_date,promised_delivery_date,actual_delivery_date,qty_ordered,qty_received,qty_rejected,unit_cost,total_cost,status
PO-1744,1,SUP-1010,HF-1780,WH-EAST,2025-09-23,2025-10-03,2025-10-02,25,25,0,42.1,1052.5,received
PO-1745,1,SUP-1010,HF-1890,WH-EAST,2025-10-01,2025-10-11,2025-10-11,500,494,6,195.0,97500.0,received
PO-1746,1,SUP-1010,HF-1995,WH-SOUTH,2025-10-03,2025-10-13,2025-10-13,150,149,1,18.6,2790.0,received
PO-1747,1,SUP-1010,HF-2215,WH-EAST,2025-09-30,2025-10-10,2025-10-11,25,24,1,24.7,617.5,received
PO-1748,1,SUP-1010,HF-2215,WH-EAST,2025-10-10,2025-10-20,2025-10-20,25,25,0,24.7,617.5,received
PO-1749,1,SUP-1010,HF-1890,WH-CENTRAL,2025-10-02,2025-10-12,2025-10-12,25,24,1,195.0,4875.0,received
PO-1750,1,SUP-1010,HF-1995,WH-SOUTH,2025-10-09,2025-10-19,2025-10-17,250,248,2,18.6,4650.0,received
PO-1751,1,SUP-1011,SE-1780,WH-SOUTH,2025-10-08,2025-10-16,2025-10-18,500,494,6,16.8,8400.0,received
PO-1752,1,SUP-1011,SE-2215,WH-WEST,2025-09-22,2025-09-30,2025-10-02,250,243,7,6.8,1700.0,received
PO-1753,1,SUP-1011,SE-2215,WH-CENTRAL,2025-09-30,2025-10-08,2025-10-09,500,496,4,6.8,3400.0,received
PO-1754,1,SUP-1011,SE-1675,WH-SOUTH,2025-09-30,2025-10-08,2025-10-11,200,197,3,28.7,5740.0,received
PO-1755,1,SUP-1011,SE-2215,WH-CENTRAL,2025-09-19,2025-09-27,2025-09-30,150,146,4,6.8,1020.0,received
PO-1756,1,SUP-1011,SE-1780,WH-WEST,2025-09-18,2025-09-26,2025-09-27,50,49,1,16.8,840.0,received
PO-1757,1,SUP-1011,SE-1675,WH-WEST,2025-10-08,2025-10-16,2025-10-18,200,195,5,28.7,5740.0,received
PO-1758,1,SUP-1011,SE-2100,WH-SOUTH,2025-10-03,2025-10-11,2025-10-10,200,196,4,9.4,1880.0,received
PO-1759,1,SUP-1011,SE-1890,WH-EAST,2025-09-19,2025-09-27,2025-09-28,250,243,7,62.4,15600.0,received
PO-1760,1,SUP-1011,SE-1890,WH-WEST,2025-10-03,2025-10-11,2025-10-10,50,49,1,62.4,3120.0,received
PO-1761,1,SUP-1011,SE-1780,WH-CENTRAL,2025-09-23,2025-10-01,2025-10-02,200,196,4,16.8,3360.0,received
PO-1762,1,SUP-1012,PB-6280,WH-CENTRAL,2025-10-08,2025-10-28,2025-10-31,100,99,1,14.5,1450.0,received
PO-1763,1,SUP-1012,PB-6090,WH-WEST,2025-10-08,2025-10-28,2025-10-29,50,49,1,58.4,2920.0,received
PO-1764,1,SUP-1012,PB-6090,WH-CENTRAL,2025-09-17,2025-10-07,2025-10-08,250,243,7,58.4,14600.0,received
PO-1765,1,SUP-1012,PB-6195,WH-SOUTH,2025-09-24,2025-10-14,2025-10-14,500,491,9,12.1,6050.0,received
PO-1766,1,SUP-1012,PB-5980,WH-EAST,2025-10-09,2025-10-29,2025-10-31,100,99,1,15.9,1590.0,received
PO-1767,1,SUP-1012,PB-6280,WH-WEST,2025-10-06,2025-10-26,2025-10-25,250,248,2,14.5,3625.0,received
PO-1768,1,SUP-1012,PB-5870,WH-EAST,2025-10-09,2025-10-29,2025-10-30,200,195,5,42.3,8460.0,received
PO-1769,1,SUP-1012,PB-5980,WH-EAST,2025-09-30,2025-10-20,2025-10-20,100,97,3,15.9,1590.0,received
PO-1770,1,SUP-1012,PB-6195,WH-WEST,2025-09-24,2025-10-14,2025-10-14,150,146,4,12.1,1815.0,received
PO-1771,1,SUP-1012,PB-6370,WH-CENTRAL,2025-09-17,2025-10-07,2025-10-07,150,149,1,5.2,780.0,received
PO-1772,1,SUP-1013,IF-9460,WH-EAST,2025-10-10,2025-10-22,2025-10-27,500,489,11,7.3,3650.0,received
PO-1773,1,SUP-1013,IF-9460,WH-WEST,2025-09-18,2025-09-30,2025-10-01,50,49,1,7.3,365.0,received
PO-1774,1,SUP-1013,IF-8870,WH-SOUTH,2025-09-24,2025-10-06,2025-10-06,25,25,0,3.5,87.5,received
PO-1775,1,SUP-1013,IF-8760,WH-CENTRAL,2025-09-24,2025-10-06,2025-10-04,50,49,1,10.4,520.0,received
PO-1776,1,SUP-1013,IF-9195,WH-SOUTH,2025-10-03,2025-10-15,2025-10-14,100,97,3,8.1,810.0,received
PO-1777,1,SUP-1013,IF-9090,WH-CENTRAL,2025-10-01,2025-10-13,2025-10-14,200,197,3,4.2,840.0,received
PO-1778,1,SUP-1013,IF-9280,WH-CENTRAL,2025-10-01,2025-10-13,2025-10-15,250,248,2,16.7,4175.0,received
PO-1779,1,SUP-1013,IF-9090,WH-SOUTH,2025-09-29,2025-10-11,2025-10-11,150,146,4,4.2,630.0,received
PO-1780,1,SUP-1013,IF-9370,WH-SOUTH,2025-10-02,2025-10-14,2025-10-14,25,25,0,5.9,147.5,received
PO-1781,1,SUP-1013,IF-8870,WH-WEST,2025-09-15,2025-09-27,2025-09-28,200,198,2,3.5,700.0,received
PO-1782,1,SUP-1013,IF-8870,WH-WEST,2025-09-24,2025-10-06,2025-10-07,200,198,2,3.5,700.0,received
PO-1783,1,SUP-1013,IF-8980,WH-SOUTH,2025-10-08,2025-10-20,2025-10-21,100,98,2,5.6,560.0,received
PO-1784,1,SUP-1013,IF-9370,WH-SOUTH,2025-09-19,2025-10-01,2025-10-01,200,195,5,5.9,1180.0,received
PO-1785,1,SUP-1014,HF-2430,WH-EAST,2025-09-17,2025-10-15,2025-10-16,200,198,2,68.5,13700.0,received
PO-1786,1,SUP-1014,HF-2760,WH-EAST,2025-10-01,2025-10-29,2025-10-28,50,49,1,98.5,4925.0,received
PO-1787,1,SUP-1014,HF-2430,WH-SOUTH,2025-10-02,2025-10-30,2025-10-31,200,195,5,68.5,13700.0,received
PO-1788,1,SUP-1014,HF-2870,WH-CENTRAL,2025-09-15,2025-10-13,2025-10-13,50,49,1,75.3,3765.0,received
PO-1789,1,SUP-1014,HF-2650,WH-WEST,2025-10-09,2025-11-06,2025-11-07,150,146,4,36.8,5520.0,received
PO-1790,1,SUP-1014,HF-2430,WH-CENTRAL,2025-09-18,2025-10-16,2025-10-17,250,243,7,68.5,17125.0,received
PO-1791,1,SUP-1014,HF-2760,WH-EAST,2025-09-25,2025-10-23,2025-10-22,150,149,1,98.5,14775.0,received
PO-1792,1,SUP-1014,HF-2760,WH-SOUTH,2025-10-09,2025-11-06,2025-11-07,50,50,0,98.5,4925.0,received
PO-1793,1,SUP-1015,EC-2380,WH-EAST,2025-09-17,2025-09-25,2025-09-25,200,199,1,52.3,10460.0,received
PO-1794,1,SUP-1015,EC-2680,WH-SOUTH,2025-09-24,2025-10-02,2025-09-30,500,491,9,45.2,22600.0,received
PO-1795,1,SUP-1015,EC-2490,WH-SOUTH,2025-10-08,2025-10-16,2025-10-16,500,490,10,38.7,19350.0,received
PO-1796,1,SUP-1015,EC-2380,WH-SOUTH,2025-09-17,2025-09-25,2025-09-25,100,99,1,52.3,5230.0,received
PO-1797,1,SUP-1015,EC-2380,WH-CENTRAL,2025-10-02,2025-10-10,2025-10-10,200,198,2,52.3,10460.0,received
PO-1798,1,SUP-1015,EC-2380,WH-EAST,2025-09-29,2025-10-07,2025-10-07,25,25,0,52.3,1307.5,received
PO-1799,1,SUP-1015,EC-2595,WH-SOUTH,2025-09-24,2025-10-02,2025-10-02,25,24,1,9.6,240.0,received
PO-1800,1,SUP-1015,EC-2595,WH-CENTRAL,2025-10-10,2025-10-18,2025-10-18,200,197,3,9.6,1920.0,received
PO-1801,1,SUP-1016,IF-8980,WH-WEST,2025-09-26,2025-10-10,2025-10-12,200,197,3,5.6,1120.0,received
PO-1802,1,SUP-1016,IF-8870,WH-SOUTH,2025-09-22,2025-10-06,2025-10-06,200,195,5,3.5,700.0,received
PO-1803,1,SUP-1016,IF-8760,WH-EAST,2025-10-06,2025-10-20,2025-10-20,50,49,1,10.4,520.0,received
PO-1804,1,SUP-1016,IF-8760,WH-EAST,2025-09-19,2025-10-03,2025-10-03,200,197,3,10.4,2080.0,received
PO-1805,1,SUP-1016,IF-9090,WH-EAST,2025-09-18,2025-10-02,2025-10-05,150,149,1,4.2,630.0,received
PO-1806,1,SUP-1016,IF-8650,WH-WEST,2025-10-02,2025-10-16,2025-10-15,150,148,2,7.9,1185.0,received
PO-1807,1,SUP-1016,IF-8870,WH-EAST,2025-10-02,2025-10-16,2025-10-17,25,24,1,3.5,87.5,received
PO-1808,1,SUP-1016,IF-8980,WH-CENTRAL,2025-10-02,2025-10-16,2025-10-19,25,24,1,5.6,140.0,received
PO-1809,1,SUP-1016,IF-8980,WH-SOUTH,2025-09-19,2025-10-03,2025-10-04,500,487,13,5.6,2800.0,received
PO-1810,1,SUP-1016,IF-8870,WH-WEST,2025-10-08,2025-10-22,2025-10-22,200,196,4,3.5,700.0,received
PO-1811,1,SUP-1016,IF-9090,WH-WEST,2025-09-24,2025-10-08,2025-10-09,50,49,1,4.2,210.0,received
PO-1812,1,SUP-1016,IF-8650,WH-CENTRAL,2025-10-07,2025-10-21,2025-10-21,150,148,2,7.9,1185.0,received
PO-1813,1,SUP-1017,HF-3370,WH-EAST,2025-10-06,2025-10-13,2025-10-12,250,248,2,26.4,6600.0,received
PO-1814,1,SUP-1017,HF-3195,WH-CENTRAL,2025-09-24,2025-10-01,2025-10-01,500,490,10,31.2,15600.0,received
PO-1815,1,SUP-1017,HF-3090,WH-SOUTH,2025-09-25,2025-10-02,2025-09-30,200,198,2,7.5,1500.0,received
PO-1816,1,SUP-1017,HF-3370,WH-EAST,2025-09-30,2025-10-07,2025-10-07,25,25,0,26.4,660.0,received
PO-1817,1,SUP-1017,HF-2980,WH-CENTRAL,2025-09-30,2025-10-07,2025-10-09,500,494,6,2.8,1400.0,received
PO-1818,1,SUP-1017,HF-3280,WH-SOUTH,2025-10-01,2025-10-08,2025-10-10,150,146,4,4.6,690.0,received
PO-1819,1,SUP-1017,HF-3280,WH-SOUTH,2025-10-01,2025-10-08,2025-10-06,500,496,4,4.6,2300.0,received
PO-1820,1,SUP-1017,HF-2980,WH-SOUTH,2025-10-03,2025-10-10,2025-10-15,500,489,11,2.8,1400.0,received
PO-1821,1,SUP-1017,HF-3090,WH-CENTRAL,2025-09-26,2025-10-03,2025-10-03,100,99,1,7.5,750.0,received
PO-1822,1,SUP-1017,HF-3195,WH-WEST,2025-09-22,2025-09-29,2025-09-29,25,24,1,31.2,780.0,received
PO-1823,1,SUP-1017,HF-3195,WH-EAST,2025-09-30,2025-10-07,2025-10-07,50,49,1,31.2,1560.0,received
PO-1824,1,SUP-1018,SE-2540,WH-WEST,2025-10-06,2025-10-21,2025-10-21,50,49,1,320.0,16000.0,received
PO-1825,1,SUP-1018,SE-2760,WH-WEST,2025-09-19,2025-10-04,2025-10-04,500,490,10,68.5,34250.0,received
PO-1826,1,SUP-1018,SE-2540,WH-EAST,2025-09-16,2025-10-01,2025-10-02,25,24,1,320.0,8000.0,received
PO-1827,1,SUP-1018,SE-3280,WH-EAST,2025-10-07,2025-10-22,2025-10-22,500,497,3,34.5,17250.0,received
PO-1828,1,SUP-1018,SE-3090,WH-CENTRAL,2025-10-02,2025-10-17,2025-10-17,100,97,3,15.6,1560.0,received
PO-1829,1,SUP-1018,SE-3280,WH-CENTRAL,2025-09-18,2025-10-03,2025-10-06,500,494,6,34.5,17250.0,received
PO-1830,1,SUP-1018,SE-2650,WH-WEST,2025-09-29,2025-10-14,2025-10-14,500,486,14,195.0,97500.0,received
PO-1831,1,SUP-1018,SE-2320,WH-CENTRAL,2025-09-25,2025-10-10,2025-10-11,500,495,5,85.0,42500.0,received
PO-1832,1,SUP-1018,SE-2430,WH-SOUTH,2025-09-23,2025-10-08,2025-10-06,250,245,5,72.3,18075.0,received
PO-1833,1,SUP-1018,SE-2980,WH-EAST,2025-09-23,2025-10-08,2025-10-09,100,99,1,24.3,2430.0,received
PO-1834,1,SUP-1018,SE-3195,WH-CENTRAL,2025-10-02,2025-10-17,2025-10-17,100,98,2,7.2,720.0,received
PO-1835,1,SUP-1018,SE-2650,WH-SOUTH,2025-10-07,2025-10-22,2025-10-22,100,98,2,195.0,19500.0,received
PO-1836,1,SUP-1001,EC-2291,WH-WEST,2025-10-31,2025-11-14,2025-11-13,250,245,5,67.2,16800.0,received
PO-1837,1,SUP-1001,PB-4230,WH-EAST,2025-11-05,2025-11-19,2025-11-18,100,98,2,72.6,7260.0,received
PO-1838,1,SUP-1001,PB-4010,WH-SOUTH,2025-10-17,2025-10-31,2025-11-01,500,490,10,18.5,9250.0,received
PO-1839,1,SUP-1001,EC-2291,WH-SOUTH,2025-11-07,2025-11-21,2025-11-20,25,25,0,67.2,1680.0,received
PO-1840,1,SUP-1001,EC-3517,WH-SOUTH,2025-10-17,2025-10-31,2025-11-01,500,490,10,43.8,21900.0,received
PO-1841,1,SUP-1001,PB-4010,WH-CENTRAL,2025-11-07,2025-11-21,2025-11-21,150,147,3,18.5,2775.0,received
PO-1842,1,SUP-1001,EC-3004,WH-EAST,2025-10-16,2025-10-30,2025-10-29,250,245,5,125.0,31250.0,received
PO-1843,1,SUP-1001,EC-1847,WH-WEST,2025-10-21,2025-11-04,2025-11-05,150,147,3,84.5,12675.0,received
PO-1844,1,SUP-1001,EC-1847,WH-SOUTH,2025-11-05,2025-11-19,2025-11-19,100,98,2,84.5,8450.0,received
PO-1845,1,SUP-1001,EC-3004,WH-CENTRAL,2025-10-30,2025-11-13,2025-11-13,200,196,4,125.0,25000.0,received
PO-1846,1,SUP-1001,EC-3004,WH-EAST,2025-10-16,2025-10-30,2025-10-31,100,98,2,125.0,12500.0,received
PO-1847,1,SUP-1001,PB-4010,WH-WEST,2025-10-31,2025-11-14,2025-11-15,200,196,4,18.5,3700.0,received
PO-1848,1,SUP-1001,PB-4125,WH-WEST,2025-11-06,2025-11-20,2025-11-20,100,98,2,34.2,3420.0,received
PO-1849,1,SUP-1001,EC-3004,WH-SOUTH,2025-11-06,2025-11-20,2025-11-20,250,245,5,125.0,31250.0,received
PO-1850,1,SUP-1001,EC-1847,WH-SOUTH,2025-10-22,2025-11-05,2025-11-06,150,147,3,84.5,12675.0,received
PO-1851,1,SUP-1001,EC-2291,WH-WEST,2025-11-07,2025-11-21,2025-11-21,100,98,2,67.2,6720.0,received
PO-1852,1,SUP-1001,PB-4125,WH-SOUTH,2025-11-11,2025-11-25,2025-11-23,25,25,0,34.2,855.0,received
PO-1853,1,SUP-1001,EC-2291,WH-CENTRAL,2025-10-20,2025-11-03,2025-11-03,100,98,2,67.2,6720.0,received
PO-1854,1,SUP-1001,PB-4125,WH-CENTRAL,2025-11-04,2025-11-18,2025-11-18,100,98,2,34.2,3420.0,received
PO-1855,1,SUP-1001,PB-4125,WH-SOUTH,2025-10-21,2025-11-04,2025-11-04,150,147,3,34.2,5130.0,received
PO-1856,1,SUP-1001,PB-4125,WH-SOUTH,2025-10-13,2025-10-27,2025-10-28,50,49,1,34.2,1710.0,received
PO-1857,1,SUP-1001,EC-2291,WH-CENTRAL,2025-11-05,2025-11-19,2025-11-20,250,245,5,67.2,16800.0,received
PO-1858,1,SUP-1001,EC-1847,WH-WEST,2025-10-16,2025-10-30,2025-10-28,25,25,0,84.5,2112.5,received
PO-1859,1,SUP-1001,EC-3517,WH-EAST,2025-10-13,2025-10-27,2025-10-27,500,490,10,43.8,21900.0,received
PO-1860,1,SUP-1001,PB-4010,WH-EAST,2025-10-16,2025-10-30,2025-10-30,100,98,2,18.5,1850.0,received
PO-1861,1,SUP-1001,EC-2291,WH-EAST,2025-11-11,2025-11-25,2025-11-25,150,147,3,67.2,10080.0,received
PO-1862,1,SUP-1001,EC-2291,WH-WEST,2025-11-05,2025-11-19,2025-11-19,100,98,2,67.2,6720.0,received
PO-1863,1,SUP-1001,PB-4125,WH-WEST,2025-10-17,2025-10-31,2025-10-30,200,196,4,34.2,6840.0,received
PO-1864,1,SUP-1001,EC-1847,WH-EAST,2025-11-03,2025-11-17,2025-11-17,100,98,2,84.5,8450.0,received
PO-1865,1,SUP-1001,PB-4230,WH-SOUTH,2025-10-27,2025-11-10,2025-11-10,500,490,10,72.6,36300.0,received
PO-1866,1,SUP-1001,EC-3004,WH-SOUTH,2025-10-17,2025-10-31,2025-10-31,250,245,5,125.0,31250.0,received
PO-1867,1,SUP-1001,EC-2291,WH-SOUTH,2025-11-05,2025-11-19,2025-11-19,250,245,5,67.2,16800.0,received
PO-1868,1,SUP-1001,EC-3517,WH-CENTRAL,2025-11-11,2025-11-25,2025-11-25,100,98,2,43.8,4380.0,received
PO-1869,1,SUP-1001,PB-4010,WH-WEST,2025-11-07,2025-11-21,2025-11-21,25,25,0,18.5,462.5,received
PO-1870,1,SUP-1001,EC-3004,WH-CENTRAL,2025-10-21,2025-11-04,2025-11-04,50,49,1,125.0,6250.0,received
PO-1871,1,SUP-1001,EC-1847,WH-EAST,2025-10-29,2025-11-12,2025-11-11,500,490,10,84.5,42250.0,received
PO-1872,1,SUP-1001,EC-3004,WH-CENTRAL,2025-10-28,2025-11-11,2025-11-09,200,196,4,125.0,25000.0,received
PO-1873,1,SUP-1001,PB-4125,WH-SOUTH,2025-11-06,2025-11-20,2025-11-20,150,147,3,34.2,5130.0,received
PO-1874,1,SUP-1001,EC-1847,WH-SOUTH,2025-11-07,2025-11-21,2025-11-21,100,98,2,84.5,8450.0,received
PO-1875,1,SUP-1001,EC-2291,WH-EAST,2025-10-30,2025-11-13,2025-11-12,100,98,2,67.2,6720.0,received
PO-1876,1,SUP-1001,EC-3517,WH-SOUTH,2025-10-20,2025-11-03,2025-11-04,50,49,1,43.8,2190.0,received
PO-1877,1,SUP-1001,PB-4125,WH-SOUTH,2025-10-20,2025-11-03,2025-11-01,100,98,2,34.2,3420.0,received
PO-1878,1,SUP-1002,EC-1610,WH-WEST,2025-10-29,2025-11-08,2025-11-08,500,496,4,11.5,5750.0,received
PO-1879,1,SUP-1002,EC-1610,WH-CENTRAL,2025-10-15,2025-10-25,2025-10-24,50,50,0,11.5,575.0,received
PO-1880,1,SUP-1002,EC-1610,WH-SOUTH,2025-10-27,2025-11-06,2025-11-07,100,99,1,11.5,1150.0,received
PO-1881,1,SUP-1002,EC-1102,WH-WEST,2025-10-14,2025-10-24,2025-10-22,200,199,1,12.4,2480.0,received
PO-1882,1,SUP-1002,EC-1102,WH-CENTRAL,2025-10-21,2025-10-31,2025-11-01,50,49,1,12.4,620.0,received
PO-1883,1,SUP-1002,EC-1205,WH-EAST,2025-10-17,2025-10-27,2025-10-28,25,25,0,28.6,715.0,received
PO-1884,1,SUP-1002,EC-1455,WH-CENTRAL,2025-11-07,2025-11-17,2025-11-18,500,493,7,15.7,7850.0,received
PO-1885,1,SUP-1002,EC-1455,WH-EAST,2025-10-23,2025-11-02,2025-11-01,25,25,0,15.7,392.5,received
PO-1886,1,SUP-1002,EC-1455,WH-EAST,2025-10-30,2025-11-09,2025-11-08,150,149,1,15.7,2355.0,received
PO-1887,1,SUP-1002,EC-1330,WH-SOUTH,2025-10-13,2025-10-23,2025-10-23,25,25,0,8.9,222.5,received
PO-1888,1,SUP-1002,EC-1455,WH-WEST,2025-11-05,2025-11-15,2025-11-15,25,25,0,15.7,392.5,received
PO-1889,1,SUP-1002,EC-1102,WH-WEST,2025-10-28,2025-11-07,2025-11-07,150,148,2,12.4,1860.0,received
PO-1890,1,SUP-1002,EC-1205,WH-EAST,2025-11-05,2025-11-15,2025-11-14,200,198,2,28.6,5720.0,received
PO-1891,1,SUP-1002,EC-1610,WH-CENTRAL,2025-10-24,2025-11-03,2025-11-03,25,25,0,11.5,287.5,received
PO-1892,1,SUP-1002,EC-1205,WH-SOUTH,2025-10-23,2025-11-02,2025-11-01,25,25,0,28.6,715.0,received
PO-1893,1,SUP-1002,EC-1580,WH-EAST,2025-11-07,2025-11-17,2025-11-15,50,49,1,22.3,1115.0,received
PO-1894,1,SUP-1002,EC-1580,WH-SOUTH,2025-11-04,2025-11-14,2025-11-13,200,198,2,22.3,4460.0,received
PO-1895,1,SUP-1002,EC-1102,WH-WEST,2025-10-28,2025-11-07,2025-11-07,25,25,0,12.4,310.0,received
PO-1896,1,SUP-1002,EC-1610,WH-EAST,2025-10-14,2025-10-24,2025-10-23,100,99,1,11.5,1150.0,received
PO-1897,1,SUP-1002,EC-1102,WH-WEST,2025-10-28,2025-11-07,2025-11-07,50,49,1,12.4,620.0,received
PO-1898,1,SUP-1002,EC-1610,WH-CENTRAL,2025-11-07,2025-11-17,2025-11-17,150,149,1,11.5,1725.0,received
PO-1899,1,SUP-1002,EC-1455,WH-CENTRAL,2025-11-05,2025-11-15,2025-11-15,50,49,1,15.7,785.0,received
PO-1900,1,SUP-1002,EC-1455,WH-SOUTH,2025-10-30,2025-11-09,2025-11-10,100,99,1,15.7,1570.0,received
PO-1901,1,SUP-1002,EC-1205,WH-CENTRAL,2025-10-23,2025-11-02,2025-11-03,250,248,2,28.6,7150.0,received
PO-1902,1,SUP-1003,IF-8540,WH-WEST,2025-10-15,2025-10-22,2025-10-22,200,198,2,15.3,3060.0,received
PO-1903,1,SUP-1003,IF-7455,WH-CENTRAL,2025-10-27,2025-11-03,2025-11-05,25,25,0,18.7,467.5,received
PO-1904,1,SUP-1003,IF-8215,WH-WEST,2025-11-10,2025-11-17,2025-11-18,25,25,0,11.2,280.0,received
PO-1905,1,SUP-1003,IF-7995,WH-WEST,2025-10-23,2025-10-30,2025-10-29,250,243,7,14.5,3625.0,received
PO-1906,1,SUP-1003,IF-8430,WH-SOUTH,2025-10-29,2025-11-05,2025-11-05,250,245,5,4.8,1200.0,received
PO-1907,1,SUP-1003,IF-7995,WH-CENTRAL,2025-10-23,2025-10-30,2025-10-31,150,149,1,14.5,2175.0,received
PO-1908,1,SUP-1003,IF-7890,WH-EAST,2025-10-14,2025-10-21,2025-10-24,500,495,5,26.8,13400.0,received
PO-1909,1,SUP-1003,IF-7010,WH-WEST,2025-10-16,2025-10-23,2025-10-23,150,149,1,32.5,4875.0,received
PO-1910,1,SUP-1003,IF-8100,WH-SOUTH,2025-11-03,2025-11-10,2025-11-10,150,147,3,9.8,1470.0,received
PO-1911,1,SUP-1003,IF-7455,WH-EAST,2025-10-24,2025-10-31,2025-11-01,50,50,0,18.7,935.0,received
PO-1912,1,SUP-1003,IF-8540,WH-WEST,2025-10-28,2025-11-04,2025-11-03,500,487,13,15.3,7650.0,received
PO-1913,1,SUP-1003,IF-7010,WH-CENTRAL,2025-10-30,2025-11-06,2025-11-09,250,246,4,32.5,8125.0,received
PO-1914,1,SUP-1003,IF-7560,WH-EAST,2025-10-21,2025-10-28,2025-10-26,200,199,1,21.3,4260.0,received
PO-1915,1,SUP-1003,IF-7455,WH-EAST,2025-10-29,2025-11-05,2025-11-04,25,25,0,18.7,467.5,received
PO-1916,1,SUP-1003,IF-7675,WH-WEST,2025-10-29,2025-11-05,2025-11-05,250,245,5,8.4,2100.0,received
PO-1917,1,SUP-1003,IF-7230,WH-SOUTH,2025-11-05,2025-11-12,2025-11-14,25,25,0,45.6,1140.0,received
PO-1918,1,SUP-1003,IF-8100,WH-SOUTH,2025-11-04,2025-11-11,2025-11-11,250,248,2,9.8,2450.0,received
PO-1919,1,SUP-1003,IF-8320,WH-WEST,2025-10-30,2025-11-06,2025-11-06,150,147,3,6.4,960.0,received
PO-1920,1,SUP-1003,IF-7890,WH-SOUTH,2025-11-11,2025-11-18,2025-11-21,100,98,2,26.8,2680.0,received
PO-1921,1,SUP-1003,IF-7560,WH-CENTRAL,2025-11-06,2025-11-13,2025-11-13,250,244,6,21.3,5325.0,received
PO-1922,1,SUP-1003,IF-7995,WH-WEST,2025-10-31,2025-11-07,2025-11-07,200,195,5,14.5,2900.0,received
PO-1923,1,SUP-1003,IF-8540,WH-CENTRAL,2025-10-24,2025-10-31,2025-10-31,150,148,2,15.3,2295.0,received
PO-1924,1,SUP-1003,IF-8215,WH-EAST,2025-10-22,2025-10-29,2025-10-27,200,198,2,11.2,2240.0,received
PO-1925,1,SUP-1003,IF-8540,WH-CENTRAL,2025-10-13,2025-10-20,2025-10-25,100,99,1,15.3,1530.0,received
PO-1926,1,SUP-1003,IF-7560,WH-EAST,2025-11-06,2025-11-13,2025-11-16,500,487,13,21.3,10650.0,received
PO-1927,1,SUP-1003,IF-8540,WH-WEST,2025-10-16,2025-10-23,2025-10-23,25,25,0,15.3,382.5,received
PO-1928,1,SUP-1003,IF-7455,WH-CENTRAL,2025-11-10,2025-11-17,2025-11-17,200,198,2,18.7,3740.0,received
PO-1929,1,SUP-1004,PB-4340,WH-SOUTH,2025-10-31,2025-11-18,2025-11-19,50,49,1,28.9,1445.0,received
PO-1930,1,SUP-1004,PB-4995,WH-SOUTH,2025-10-28,2025-11-15,2025-11-17,500,489,11,19.8,9900.0,received
PO-1931,1,SUP-1004,PB-4995,WH-EAST,2025-10-22,2025-11-09,2025-11-10,25,25,0,19.8,495.0,received
PO-1932,1,SUP-1004,PB-4340,WH-EAST,2025-11-11,2025-11-29,2025-11-29,500,487,13,28.9,14450.0,received
PO-1933,1,SUP-1004,PB-4675,WH-SOUTH,2025-11-11,2025-11-29,2025-11-28,500,488,12,22.4,11200.0,received
PO-1934,1,SUP-1004,PB-4890,WH-EAST,2025-11-06,2025-11-24,2025-11-24,250,247,3,26.7,6675.0,received
PO-1935,1,SUP-1004,PB-4340,WH-CENTRAL,2025-10-30,2025-11-17,2025-11-16,200,196,4,28.9,5780.0,received
PO-1936,1,SUP-1004,PB-4455,WH-WEST,2025-10-14,2025-11-01,2025-11-02,250,246,4,14.3,3575.0,received
PO-1937,1,SUP-1004,PB-4675,WH-EAST,2025-10-20,2025-11-07,2025-11-07,150,148,2,22.4,3360.0,received
PO-1938,1,SUP-1004,PB-4455,WH-CENTRAL,2025-10-15,2025-11-02,2025-11-03,150,149,1,14.3,2145.0,received
PO-1939,1,SUP-1004,PB-4675,WH-CENTRAL,2025-10-15,2025-11-02,2025-11-02,150,146,4,22.4,3360.0,received
PO-1940,1,SUP-1004,PB-4455,WH-WEST,2025-10-28,2025-11-15,2025-11-15,200,197,3,14.3,2860.0,received
PO-1941,1,SUP-1004,PB-4780,WH-WEST,2025-10-30,2025-11-17,2025-11-22,200,196,4,9.5,1900.0,received
PO-1942,1,SUP-1004,PB-4455,WH-EAST,2025-10-21,2025-11-08,2025-11-08,500,489,11,14.3,7150.0,received
PO-1943,1,SUP-1004,PB-4780,WH-EAST,2025-10-16,2025-11-03,2025-11-03,250,246,4,9.5,2375.0,received
PO-1944,1,SUP-1004,PB-4455,WH-CENTRAL,2025-10-24,2025-11-11,2025-11-12,200,195,5,14.3,2860.0,received
PO-1945,1,SUP-1004,PB-4455,WH-CENTRAL,2025-11-07,2025-11-25,2025-11-26,150,148,2,14.3,2145.0,received
PO-1946,1,SUP-1004,PB-4995,WH-WEST,2025-11-03,2025-11-21,2025-11-21,100,98,2,19.8,1980.0,received
PO-1947,1,SUP-1004,PB-4340,WH-EAST,2025-11-05,2025-11-23,2025-11-23,25,24,1,28.9,722.5,received
PO-1948,1,SUP-1004,PB-4455,WH-CENTRAL,2025-10-13,2025-10-31,2025-11-01,100,99,1,14.3,1430.0,received
PO-1949,1,SUP-1004,PB-4675,WH-SOUTH,2025-10-13,2025-10-31,2025-10-31,100,98,2,22.4,2240.0,received
PO-1950,1,SUP-1004,PB-4455,WH-CENTRAL,2025-10-30,2025-11-17,2025-11-18,150,146,4,14.3,2145.0,received
