forecast_id,product_id,warehouse_id,forecast_date,period_start,period_end,forecast_qty,forecast_method,confidence_level,created_by
FC-00260,EC-2680,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,91,consensus,0.8,System
FC-00261,EC-2790,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,89,consensus,0.72,System
FC-00262,EC-2885,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,78,consensus,0.88,System
FC-00263,EC-2970,WH-EAST,2025-09-08,2025-09-13,2025-10-12,78,consensus,0.85,System
FC-00264,EC-3100,WH-WEST,2025-09-08,2025-09-13,2025-10-12,57,manual_override,0.7,A. Chen
FC-00265,PB-4010,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,396,statistical,0.72,System
FC-00266,PB-4125,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,425,consensus,0.78,System
FC-00267,PB-4230,WH-EAST,2025-09-08,2025-09-13,2025-10-12,415,statistical,0.84,System
FC-00268,PB-4340,WH-EAST,2025-09-08,2025-09-13,2025-10-12,173,manual_override,0.94,A. Chen
FC-00269,PB-4455,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,195,statistical,0.9,System
FC-00270,PB-4560,WH-WEST,2025-09-08,2025-09-13,2025-10-12,167,statistical,0.81,System
FC-00271,PB-4675,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,165,statistical,0.85,System
FC-00272,PB-4780,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,195,statistical,0.75,System
FC-00273,PB-4890,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,200,statistical,0.85,System
FC-00274,PB-4995,WH-EAST,2025-09-08,2025-09-13,2025-10-12,173,consensus,0.7,System
FC-00275,PB-5100,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,76,statistical,0.77,System
FC-00276,PB-5215,WH-WEST,2025-09-08,2025-09-13,2025-10-12,75,statistical,0.74,System
FC-00277,PB-5320,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,87,statistical,0.71,System
FC-00278,PB-5430,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,86,statistical,0.71,System
FC-00279,PB-5540,WH-WEST,2025-09-08,2025-09-13,2025-10-12,74,consensus,0.92,System
FC-00280,PB-5650,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,69,statistical,0.85,System
FC-00281,PB-5760,WH-EAST,2025-09-08,2025-09-13,2025-10-12,93,statistical,0.95,System
FC-00282,PB-5870,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,83,statistical,0.73,System
FC-00283,PB-5980,WH-WEST,2025-09-08,2025-09-13,2025-10-12,62,statistical,0.91,System
FC-00284,PB-6090,WH-WEST,2025-09-08,2025-09-13,2025-10-12,68,consensus,0.74,System
FC-00285,PB-6195,WH-WEST,2025-09-08,2025-09-13,2025-10-12,66,consensus,0.72,System
FC-00286,PB-6280,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,77,statistical,0.84,System
FC-00287,PB-6370,WH-WEST,2025-09-08,2025-09-13,2025-10-12,73,consensus,0.74,System
FC-00288,PB-6460,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,68,consensus,0.9,System
FC-00289,IF-7010,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,409,statistical,0.86,System
FC-00290,IF-7125,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,401,consensus,0.71,System
FC-00291,IF-7230,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,425,statistical,0.91,System
FC-00292,IF-7340,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,170,statistical,0.94,System
FC-00293,IF-7455,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,190,statistical,0.81,System
FC-00294,IF-7560,WH-WEST,2025-09-08,2025-09-13,2025-10-12,173,statistical,0.79,System
FC-00295,IF-7675,WH-WEST,2025-09-08,2025-09-13,2025-10-12,192,consensus,0.8,System
FC-00296,IF-7780,WH-EAST,2025-09-08,2025-09-13,2025-10-12,193,statistical,0.81,System
FC-00297,IF-7890,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,181,statistical,0.83,System
FC-00298,IF-7995,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,204,statistical,0.86,System
FC-00299,IF-8100,WH-EAST,2025-09-08,2025-09-13,2025-10-12,93,consensus,0.72,System
FC-00300,IF-8215,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,84,consensus,0.88,System
FC-00301,IF-8320,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,86,consensus,0.73,System
FC-00302,IF-8430,WH-EAST,2025-09-08,2025-09-13,2025-10-12,65,statistical,0.77,System
FC-00303,IF-8540,WH-EAST,2025-09-08,2025-09-13,2025-10-12,71,statistical,0.9,System
FC-00304,IF-8650,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,54,manual_override,0.86,R. Patel
FC-00305,IF-8760,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,54,statistical,0.82,System
FC-00306,IF-8870,WH-WEST,2025-09-08,2025-09-13,2025-10-12,81,statistical,0.88,System
FC-00307,IF-8980,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,77,statistical,0.73,System
FC-00308,IF-9090,WH-EAST,2025-09-08,2025-09-13,2025-10-12,90,manual_override,0.74,System
FC-00309,IF-9195,WH-WEST,2025-09-08,2025-09-13,2025-10-12,84,statistical,0.83,System
FC-00310,IF-9280,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,75,consensus,0.9,System
FC-00311,IF-9370,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,67,statistical,0.85,System
FC-00312,IF-9460,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,90,manual_override,0.84,R. Patel
FC-00313,HF-1010,WH-WEST,2025-09-08,2025-09-13,2025-10-12,414,manual_override,0.8,System
FC-00314,HF-1125,WH-WEST,2025-09-08,2025-09-13,2025-10-12,408,consensus,0.9,System
FC-00315,HF-1230,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,414,statistical,0.94,System
FC-00316,HF-1340,WH-WEST,2025-09-08,2025-09-13,2025-10-12,188,statistical,0.74,System
FC-00317,HF-1455,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,191,statistical,0.76,System
FC-00318,HF-1560,WH-EAST,2025-09-08,2025-09-13,2025-10-12,176,statistical,0.84,System
FC-00319,HF-1675,WH-WEST,2025-09-08,2025-09-13,2025-10-12,205,consensus,0.85,System
FC-00320,HF-1780,WH-EAST,2025-09-08,2025-09-13,2025-10-12,183,manual_override,0.94,R. Patel
FC-00321,HF-1890,WH-WEST,2025-09-08,2025-09-13,2025-10-12,165,consensus,0.91,System
FC-00322,HF-1995,WH-EAST,2025-09-08,2025-09-13,2025-10-12,177,consensus,0.94,System
FC-00323,HF-2100,WH-EAST,2025-09-08,2025-09-13,2025-10-12,63,consensus,0.89,System
FC-00324,HF-2215,WH-WEST,2025-09-08,2025-09-13,2025-10-12,63,statistical,0.94,System
FC-00325,HF-2320,WH-EAST,2025-09-08,2025-09-13,2025-10-12,65,statistical,0.8,System
FC-00326,HF-2430,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,55,statistical,0.75,System
FC-00327,HF-2540,WH-WEST,2025-09-08,2025-09-13,2025-10-12,56,consensus,0.73,System
FC-00328,HF-2650,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,77,consensus,0.95,System
FC-00329,HF-2760,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,72,consensus,0.91,System
FC-00330,HF-2870,WH-WEST,2025-09-08,2025-09-13,2025-10-12,73,consensus,0.78,System
FC-00331,HF-2980,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,75,statistical,0.75,System
FC-00332,HF-3090,WH-WEST,2025-09-08,2025-09-13,2025-10-12,64,statistical,0.72,System
FC-00333,HF-3195,WH-WEST,2025-09-08,2025-09-13,2025-10-12,66,statistical,0.73,System
FC-00334,HF-3280,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,69,statistical,0.82,System
FC-00335,HF-3370,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,55,consensus,0.83,System
FC-00336,HF-3460,WH-WEST,2025-09-08,2025-09-13,2025-10-12,78,statistical,0.9,System
FC-00337,SE-1010,WH-EAST,2025-09-08,2025-09-13,2025-10-12,430,consensus,0.8,System
FC-00338,SE-1125,WH-WEST,2025-09-08,2025-09-13,2025-10-12,399,consensus,0.8,System
FC-00339,SE-1230,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,402,consensus,0.8,System
FC-00340,SE-1340,WH-WEST,2025-09-08,2025-09-13,2025-10-12,199,consensus,0.8,System
FC-00341,SE-1455,WH-WEST,2025-09-08,2025-09-13,2025-10-12,202,consensus,0.8,System
FC-00342,SE-1560,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,202,consensus,0.8,System
FC-00343,SE-1675,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,180,consensus,0.8,System
FC-00344,SE-1780,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,184,consensus,0.8,System
FC-00345,SE-1890,WH-EAST,2025-09-08,2025-09-13,2025-10-12,197,consensus,0.8,System
FC-00346,SE-1995,WH-WEST,2025-09-08,2025-09-13,2025-10-12,169,consensus,0.8,System
FC-00347,SE-2100,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,64,consensus,0.8,System
FC-00348,SE-2215,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,92,consensus,0.8,System
FC-00349,SE-2320,WH-WEST,2025-09-08,2025-09-13,2025-10-12,61,consensus,0.8,System
FC-00350,SE-2430,WH-EAST,2025-09-08,2025-09-13,2025-10-12,81,consensus,0.8,System
FC-00351,SE-2540,WH-WEST,2025-09-08,2025-09-13,2025-10-12,84,consensus,0.8,System
FC-00352,SE-2650,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,80,consensus,0.8,System
FC-00353,SE-2760,WH-WEST,2025-09-08,2025-09-13,2025-10-12,59,consensus,0.8,System
FC-00354,SE-2870,WH-WEST,2025-09-08,2025-09-13,2025-10-12,78,consensus,0.8,System
FC-00355,SE-2980,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,86,consensus,0.8,System
FC-00356,SE-3090,WH-SOUTH,2025-09-08,2025-09-13,2025-10-12,88,consensus,0.8,System
FC-00357,SE-3195,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,54,consensus,0.8,System
FC-00358,SE-3280,WH-WEST,2025-09-08,2025-09-13,2025-10-12,61,consensus,0.8,System
FC-00359,SE-3370,WH-EAST,2025-09-08,2025-09-13,2025-10-12,92,consensus,0.8,System
FC-00360,SE-3460,WH-CENTRAL,2025-09-08,2025-09-13,2025-10-12,70,consensus,0.8,System
FC-00361,EC-1847,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,469,statistical,0.76,System
FC-00362,EC-2291,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,455,statistical,0.94,System
FC-00363,EC-3004,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,447,consensus,0.73,System
FC-00364,EC-3517,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,443,consensus,0.74,System
FC-00365,EC-1102,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,218,manual_override,0.88,A. Chen
FC-00366,EC-1205,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,193,statistical,0.85,System
FC-00367,EC-1330,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,185,manual_override,0.83,R. Patel
FC-00368,EC-1455,WH-EAST,2025-10-01,2025-10-13,2025-11-11,201,manual_override,0.85,System
FC-00369,EC-1580,WH-WEST,2025-10-01,2025-10-13,2025-11-11,218,statistical,0.93,System
FC-00370,EC-1610,WH-EAST,2025-10-01,2025-10-13,2025-11-11,186,consensus,0.7,System
FC-00371,EC-1720,WH-WEST,2025-10-01,2025-10-13,2025-11-11,92,statistical,0.8,System
FC-00372,EC-1835,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,94,statistical,0.9,System
FC-00373,EC-1940,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,73,statistical,0.92,System
FC-00374,EC-2050,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,70,statistical,0.75,System
FC-00375,EC-2160,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,90,statistical,0.91,System
FC-00376,EC-2275,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,74,statistical,0.81,System
FC-00377,EC-2380,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,66,statistical,0.85,System
FC-00378,EC-2490,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,81,consensus,0.87,System
FC-00379,EC-2595,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,92,manual_override,0.88,A. Chen
FC-00380,EC-2680,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,89,statistical,0.71,System
FC-00381,EC-2790,WH-WEST,2025-10-01,2025-10-13,2025-11-11,98,statistical,0.77,System
FC-00382,EC-2885,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,72,statistical,0.73,System
FC-00383,EC-2970,WH-EAST,2025-10-01,2025-10-13,2025-11-11,90,consensus,0.93,System
FC-00384,EC-3100,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,66,statistical,0.78,System
FC-00385,PB-4010,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,440,manual_override,0.89,A. Chen
FC-00386,PB-4125,WH-EAST,2025-10-01,2025-10-13,2025-11-11,450,statistical,0.91,System
FC-00387,PB-4230,WH-EAST,2025-10-01,2025-10-13,2025-11-11,444,statistical,0.9,System
FC-00388,PB-4340,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,195,statistical,0.93,System
FC-00389,PB-4455,WH-EAST,2025-10-01,2025-10-13,2025-11-11,191,statistical,0.81,System
FC-00390,PB-4560,WH-WEST,2025-10-01,2025-10-13,2025-11-11,204,statistical,0.75,System
FC-00391,PB-4675,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,199,statistical,0.89,System
FC-00392,PB-4780,WH-EAST,2025-10-01,2025-10-13,2025-11-11,181,manual_override,0.79,R. Patel
FC-00393,PB-4890,WH-EAST,2025-10-01,2025-10-13,2025-11-11,195,statistical,0.71,System
FC-00394,PB-4995,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,190,statistical,0.75,System
FC-00395,PB-5100,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,88,manual_override,0.88,A. Chen
FC-00396,PB-5215,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,93,consensus,0.9,System
FC-00397,PB-5320,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,62,statistical,0.82,System
FC-00398,PB-5430,WH-EAST,2025-10-01,2025-10-13,2025-11-11,93,consensus,0.75,System
FC-00399,PB-5540,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,79,statistical,0.86,System
FC-00400,PB-5650,WH-EAST,2025-10-01,2025-10-13,2025-11-11,75,consensus,0.91,System
FC-00401,PB-5760,WH-WEST,2025-10-01,2025-10-13,2025-11-11,96,statistical,0.87,System
FC-00402,PB-5870,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,68,statistical,0.84,System
FC-00403,PB-5980,WH-EAST,2025-10-01,2025-10-13,2025-11-11,60,statistical,0.84,System
FC-00404,PB-6090,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,66,statistical,0.82,System
FC-00405,PB-6195,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,96,statistical,0.93,System
FC-00406,PB-6280,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,78,manual_override,0.8,R. Patel
FC-00407,PB-6370,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,95,manual_override,0.85,A. Chen
FC-00408,PB-6460,WH-WEST,2025-10-01,2025-10-13,2025-11-11,89,statistical,0.72,System
FC-00409,IF-7010,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,435,statistical,0.75,System
FC-00410,IF-7125,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,459,statistical,0.94,System
FC-00411,IF-7230,WH-EAST,2025-10-01,2025-10-13,2025-11-11,461,consensus,0.95,System
FC-00412,IF-7340,WH-WEST,2025-10-01,2025-10-13,2025-11-11,209,statistical,0.95,System
FC-00413,IF-7455,WH-EAST,2025-10-01,2025-10-13,2025-11-11,190,statistical,0.79,System
FC-00414,IF-7560,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,205,consensus,0.91,System
FC-00415,IF-7675,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,220,statistical,0.79,System
FC-00416,IF-7780,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,210,statistical,0.75,System
FC-00417,IF-7890,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,208,consensus,0.78,System
FC-00418,IF-7995,WH-WEST,2025-10-01,2025-10-13,2025-11-11,208,statistical,0.77,System
FC-00419,IF-8100,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,72,statistical,0.75,System
FC-00420,IF-8215,WH-WEST,2025-10-01,2025-10-13,2025-11-11,94,statistical,0.84,System
FC-00421,IF-8320,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,83,consensus,0.92,System
FC-00422,IF-8430,WH-EAST,2025-10-01,2025-10-13,2025-11-11,71,statistical,0.72,System
FC-00423,IF-8540,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,85,statistical,0.84,System
FC-00424,IF-8650,WH-EAST,2025-10-01,2025-10-13,2025-11-11,84,consensus,0.83,System
FC-00425,IF-8760,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,84,consensus,0.88,System
FC-00426,IF-8870,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,88,statistical,0.89,System
FC-00427,IF-8980,WH-WEST,2025-10-01,2025-10-13,2025-11-11,74,statistical,0.92,System
FC-00428,IF-9090,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,78,statistical,0.72,System
FC-00429,IF-9195,WH-EAST,2025-10-01,2025-10-13,2025-11-11,82,statistical,0.72,System
FC-00430,IF-9280,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,86,statistical,0.88,System
FC-00431,IF-9370,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,64,statistical,0.79,System
FC-00432,IF-9460,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,74,statistical,0.86,System
FC-00433,HF-1010,WH-EAST,2025-10-01,2025-10-13,2025-11-11,455,statistical,0.85,System
FC-00434,HF-1125,WH-WEST,2025-10-01,2025-10-13,2025-11-11,468,statistical,0.83,System
FC-00435,HF-1230,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,448,consensus,0.7,System
FC-00436,HF-1340,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,211,consensus,0.83,System
FC-00437,HF-1455,WH-WEST,2025-10-01,2025-10-13,2025-11-11,216,statistical,0.8,System
FC-00438,HF-1560,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,185,statistical,0.86,System
FC-00439,HF-1675,WH-EAST,2025-10-01,2025-10-13,2025-11-11,202,statistical,0.95,System
FC-00440,HF-1780,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,205,statistical,0.85,System
FC-00441,HF-1890,WH-EAST,2025-10-01,2025-10-13,2025-11-11,217,statistical,0.71,System
FC-00442,HF-1995,WH-WEST,2025-10-01,2025-10-13,2025-11-11,196,consensus,0.84,System
FC-00443,HF-2100,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,84,consensus,0.88,System
FC-00444,HF-2215,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,88,statistical,0.83,System
FC-00445,HF-2320,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,77,statistical,0.87,System
FC-00446,HF-2430,WH-WEST,2025-10-01,2025-10-13,2025-11-11,73,statistical,0.93,System
FC-00447,HF-2540,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,87,statistical,0.84,System
FC-00448,HF-2650,WH-WEST,2025-10-01,2025-10-13,2025-11-11,96,statistical,0.83,System
FC-00449,HF-2760,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,97,statistical,0.89,System
FC-00450,HF-2870,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,92,statistical,0.89,System
FC-00451,HF-2980,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,71,statistical,0.8,System
FC-00452,HF-3090,WH-EAST,2025-10-01,2025-10-13,2025-11-11,78,consensus,0.91,System
FC-00453,HF-3195,WH-WEST,2025-10-01,2025-10-13,2025-11-11,86,statistical,0.8,System
FC-00454,HF-3280,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,64,manual_override,0.82,R. Patel
FC-00455,HF-3370,WH-EAST,2025-10-01,2025-10-13,2025-11-11,74,manual_override,0.75,System
FC-00456,HF-3460,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,79,statistical,0.95,System
FC-00457,SE-1010,WH-EAST,2025-10-01,2025-10-13,2025-11-11,615,consensus,0.6,System
FC-00458,SE-1125,WH-WEST,2025-10-01,2025-10-13,2025-11-11,602,consensus,0.6,System
FC-00459,SE-1230,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,609,consensus,0.6,System
FC-00460,SE-1340,WH-WEST,2025-10-01,2025-10-13,2025-11-11,264,consensus,0.6,System
FC-00461,SE-1455,WH-EAST,2025-10-01,2025-10-13,2025-11-11,264,consensus,0.6,System
FC-00462,SE-1560,WH-WEST,2025-10-01,2025-10-13,2025-11-11,261,consensus,0.6,System
FC-00463,SE-1675,WH-WEST,2025-10-01,2025-10-13,2025-11-11,280,consensus,0.6,System
FC-00464,SE-1780,WH-WEST,2025-10-01,2025-10-13,2025-11-11,274,consensus,0.6,System
FC-00465,SE-1890,WH-WEST,2025-10-01,2025-10-13,2025-11-11,260,consensus,0.6,System
FC-00466,SE-1995,WH-EAST,2025-10-01,2025-10-13,2025-11-11,260,consensus,0.6,System
FC-00467,SE-2100,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,112,consensus,0.6,System
FC-00468,SE-2215,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,118,consensus,0.6,System
FC-00469,SE-2320,WH-WEST,2025-10-01,2025-10-13,2025-11-11,116,consensus,0.6,System
FC-00470,SE-2430,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,117,consensus,0.6,System
FC-00471,SE-2540,WH-EAST,2025-10-01,2025-10-13,2025-11-11,103,consensus,0.6,System
FC-00472,SE-2650,WH-EAST,2025-10-01,2025-10-13,2025-11-11,102,consensus,0.6,System
FC-00473,SE-2760,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,100,consensus,0.6,System
FC-00474,SE-2870,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,118,consensus,0.6,System
FC-00475,SE-2980,WH-WEST,2025-10-01,2025-10-13,2025-11-11,115,consensus,0.6,System
FC-00476,SE-3090,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,100,consensus,0.6,System
FC-00477,SE-3195,WH-EAST,2025-10-01,2025-10-13,2025-11-11,108,consensus,0.6,System
FC-00478,SE-3280,WH-SOUTH,2025-10-01,2025-10-13,2025-11-11,116,consensus,0.6,System
FC-00479,SE-3370,WH-WEST,2025-10-01,2025-10-13,2025-11-11,104,consensus,0.6,System
FC-00480,SE-3460,WH-CENTRAL,2025-10-01,2025-10-13,2025-11-11,101,consensus,0.6,System
FC-00481,EC-1847,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,473,statistical,0.92,System
FC-00482,EC-2291,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,486,statistical,0.78,System
FC-00483,EC-3004,WH-WEST,2025-11-06,2025-11-12,2025-12-11,484,consensus,0.76,System
FC-00484,EC-3517,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,493,consensus,0.84,System
FC-00485,EC-1102,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,211,manual_override,0.8,System
FC-00486,EC-1205,WH-WEST,2025-11-06,2025-11-12,2025-12-11,204,statistical,0.76,System
FC-00487,EC-1330,WH-EAST,2025-11-06,2025-11-12,2025-12-11,201,consensus,0.88,System
FC-00488,EC-1455,WH-EAST,2025-11-06,2025-11-12,2025-12-11,204,manual_override,0.89,System
FC-00489,EC-1580,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,199,manual_override,0.8,R. Patel
FC-00490,EC-1610,WH-EAST,2025-11-06,2025-11-12,2025-12-11,217,statistical,0.83,System
FC-00491,EC-1720,WH-WEST,2025-11-06,2025-11-12,2025-12-11,83,statistical,0.9,System
FC-00492,EC-1835,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,96,statistical,0.94,System
FC-00493,EC-1940,WH-EAST,2025-11-06,2025-11-12,2025-12-11,104,statistical,0.75,System
FC-00494,EC-2050,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,74,statistical,0.73,System
FC-00495,EC-2160,WH-WEST,2025-11-06,2025-11-12,2025-12-11,85,consensus,0.83,System
FC-00496,EC-2275,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,93,statistical,0.92,System
FC-00497,EC-2380,WH-WEST,2025-11-06,2025-11-12,2025-12-11,99,statistical,0.84,System
FC-00498,EC-2490,WH-EAST,2025-11-06,2025-11-12,2025-12-11,97,statistical,0.76,System
FC-00499,EC-2595,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,88,statistical,0.79,System
FC-00500,EC-2680,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,91,consensus,0.78,System
FC-00501,EC-2790,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,80,statistical,0.81,System
FC-00502,EC-2885,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,66,consensus,0.7,System
FC-00503,EC-2970,WH-EAST,2025-11-06,2025-11-12,2025-12-11,102,consensus,0.81,System
FC-00504,EC-3100,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,81,consensus,0.72,System
FC-00505,PB-4010,WH-WEST,2025-11-06,2025-11-12,2025-12-11,470,consensus,0.79,System
FC-00506,PB-4125,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,485,statistical,0.83,System
FC-00507,PB-4230,WH-EAST,2025-11-06,2025-11-12,2025-12-11,486,statistical,0.78,System
FC-00508,PB-4340,WH-EAST,2025-11-06,2025-11-12,2025-12-11,210,statistical,0.71,System
FC-00509,PB-4455,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,235,statistical,0.91,System
FC-00510,PB-4560,WH-WEST,2025-11-06,2025-11-12,2025-12-11,197,consensus,0.83,System
FC-00511,PB-4675,WH-EAST,2025-11-06,2025-11-12,2025-12-11,201,manual_override,0.87,R. Patel
FC-00512,PB-4780,WH-WEST,2025-11-06,2025-11-12,2025-12-11,222,statistical,0.72,System
FC-00513,PB-4890,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,227,statistical,0.94,System
FC-00514,PB-4995,WH-EAST,2025-11-06,2025-11-12,2025-12-11,197,statistical,0.93,System
FC-00515,PB-5100,WH-EAST,2025-11-06,2025-11-12,2025-12-11,66,statistical,0.9,System
FC-00516,PB-5215,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,71,statistical,0.82,System
FC-00517,PB-5320,WH-SOUTH,2025-11-06,2025-11-12,2025-12-11,86,consensus,0.93,System
FC-00518,PB-5430,WH-CENTRAL,2025-11-06,2025-11-12,2025-12-11,105,statistical,0.87,System
