shipment_id,reference_type,reference_id,carrier_name,mode,origin_warehouse_id,destination,ship_date,estimated_arrival,actual_arrival,freight_cost,is_expedited,weight_kg,status
SHP-6094,PO,PO-4094,Continental Freight,FTL,WH-WEST,"Houston, TX",2025-09-30,2025-10-10,2025-10-10,288.98,False,170.2,delivered
SHP-6095,SO,SO-2109,FastTrack Logistics,ground,WH-EAST,"Atlanta, GA",2025-09-29,2025-10-02,2025-10-02,307.42,False,436.9,delivered
SHP-6096,SO,SO-5974,Continental Freight,ground,WH-WEST,"Long Beach, CA",2025-10-01,2025-10-10,2025-10-10,194.28,False,158.6,delivered
SHP-6097,SO,SO-4809,FastTrack Logistics,ground,WH-SOUTH,"Long Beach, CA",2025-10-06,2025-10-12,2025-10-12,224.93,False,459.0,delivered
SHP-6098,PO,PO-1652,FastTrack Logistics,air,WH-WEST,"Indianapolis, IN",2025-09-24,2025-09-27,2025-09-27,513.16,True,81.4,delivered
SHP-6099,SO,SO-4972,Continental Freight,LTL,WH-WEST,"Charlotte, NC",2025-09-26,2025-10-02,2025-10-02,131.14,False,32.6,delivered
SHP-6100,PO,PO-2303,Pacific Coast Carriers,ground,WH-EAST,"Cleveland, OH",2025-10-01,2025-10-05,2025-10-08,301.13,False,198.3,delayed
SHP-6101,PO,PO-4187,Southern Route Transport,ground,WH-SOUTH,"Houston, TX",2025-09-30,2025-10-09,2025-10-08,259.82,False,127.2,delivered
SHP-6102,SO,SO-3968,Midwest Express Shipping,FTL,WH-CENTRAL,"Detroit, MI",2025-09-16,2025-09-25,2025-09-25,342.36,False,236.5,delivered
SHP-6103,SO,SO-5686,Pacific Coast Carriers,FTL,WH-SOUTH,"Portland, OR",2025-10-10,2025-10-13,2025-10-14,171.82,False,229.2,delivered
SHP-6104,SO,SO-6349,FastTrack Logistics,FTL,WH-CENTRAL,"Boston, MA",2025-10-09,2025-10-18,2025-10-18,331.42,False,327.1,delivered
SHP-6105,PO,PO-2059,Pacific Coast Carriers,ground,WH-SOUTH,"Portland, OR",2025-09-24,2025-10-02,2025-10-02,275.31,False,492.8,delivered
SHP-6106,SO,SO-6230,Atlas Global Freight,ground,WH-SOUTH,"Detroit, MI",2025-09-17,2025-09-24,2025-09-24,282.16,False,290.4,delivered
SHP-6107,PO,PO-3734,Southern Route Transport,FTL,WH-EAST,"Reno, NV",2025-09-26,2025-10-02,2025-10-02,312.42,False,321.3,delivered
SHP-6108,SO,SO-2054,Southern Route Transport,LTL,WH-EAST,"Hartford, CT",2025-09-18,2025-09-25,2025-09-25,189.15,False,142.1,delivered
SHP-6109,PO,PO-2447,Midwest Express Shipping,FTL,WH-SOUTH,"Reno, NV",2025-10-07,2025-10-16,2025-10-17,142.55,False,179.3,delivered
SHP-6110,PO,PO-3032,Pacific Coast Carriers,ground,WH-CENTRAL,"Detroit, MI",2025-10-02,2025-10-11,2025-10-11,361.9,False,476.5,delivered
SHP-6111,PO,PO-2203,Southern Route Transport,LTL,WH-CENTRAL,"Boston, MA",2025-10-08,2025-10-12,2025-10-12,353.69,False,212.7,delivered
SHP-6112,SO,SO-5212,Midwest Express Shipping,ground,WH-EAST,"Detroit, MI",2025-09-25,2025-09-28,2025-09-27,240.93,False,43.8,delivered
SHP-6113,SO,SO-2943,FastTrack Logistics,FTL,WH-WEST,"Cleveland, OH",2025-09-25,2025-09-28,2025-09-28,124.59,False,429.3,delivered
SHP-6114,SO,SO-4435,Atlas Global Freight,FTL,WH-EAST,"Long Beach, CA",2025-09-30,2025-10-06,2025-10-05,168.15,False,433.8,delivered
SHP-6115,SO,SO-5229,Midwest Express Shipping,ground,WH-SOUTH,"Omaha, NE",2025-09-19,2025-09-27,2025-09-27,271.64,False,444.1,delivered
SHP-6116,PO,PO-3130,Continental Freight,ground,WH-WEST,"Portland, OR",2025-09-22,2025-09-29,2025-09-29,171.71,False,275.9,delivered
SHP-6117,PO,PO-3617,Southern Route Transport,LTL,WH-CENTRAL,"Cleveland, OH",2025-09-26,2025-09-30,2025-10-02,325.15,False,229.6,delayed
SHP-6118,SO,SO-6075,Atlas Global Freight,FTL,WH-SOUTH,"Hartford, CT",2025-09-17,2025-09-26,2025-09-29,322.74,False,30.4,delayed
SHP-6119,PO,PO-1146,Pacific Coast Carriers,LTL,WH-EAST,"Indianapolis, IN",2025-09-29,2025-10-05,2025-10-05,283.04,False,195.4,delivered
SHP-6120,SO,SO-4030,Continental Freight,FTL,WH-SOUTH,"Long Beach, CA",2025-09-26,2025-10-06,2025-10-07,358.15,False,210.9,delivered
SHP-6121,SO,SO-3758,FastTrack Logistics,FTL,WH-EAST,"Omaha, NE",2025-09-30,2025-10-04,2025-10-04,265.89,False,24.5,delivered
SHP-6122,PO,PO-2513,Pacific Coast Carriers,LTL,WH-EAST,"Indianapolis, IN",2025-09-16,2025-09-22,2025-09-22,308.98,False,70.0,delivered
SHP-6123,SO,SO-7327,Midwest Express Shipping,LTL,WH-EAST,"Reno, NV",2025-09-22,2025-09-28,2025-09-28,262.8,False,479.5,delivered
SHP-6124,SO,SO-3538,FastTrack Logistics,LTL,WH-SOUTH,"Cleveland, OH",2025-09-29,2025-10-05,2025-10-06,120.32,False,111.9,delivered
SHP-6125,PO,PO-3969,Continental Freight,ground,WH-CENTRAL,"Indianapolis, IN",2025-09-29,2025-10-04,2025-10-04,302.87,False,359.6,delivered
SHP-6126,SO,SO-5479,Atlas Global Freight,ground,WH-EAST,"Boston, MA",2025-10-03,2025-10-11,2025-10-12,137.86,False,272.9,delivered
SHP-6127,PO,PO-2837,Atlas Global Freight,LTL,WH-CENTRAL,"Detroit, MI",2025-09-19,2025-09-27,2025-09-27,290.0,False,180.1,delivered
SHP-6128,SO,SO-6663,Pacific Coast Carriers,ground,WH-CENTRAL,"Detroit, MI",2025-09-17,2025-09-25,2025-09-26,190.65,False,140.4,delivered
SHP-6129,SO,SO-4293,Midwest Express Shipping,LTL,WH-EAST,"Houston, TX",2025-10-03,2025-10-07,2025-10-07,264.08,False,46.1,delivered
SHP-6130,PO,PO-1005,Pacific Coast Carriers,FTL,WH-EAST,"Houston, TX",2025-09-22,2025-09-28,2025-09-28,154.38,False,85.0,delivered
SHP-6131,PO,PO-1820,FastTrack Logistics,ground,WH-WEST,"Charlotte, NC",2025-09-24,2025-09-30,2025-09-30,273.92,False,98.6,delivered
SHP-6132,SO,SO-2471,Midwest Express Shipping,LTL,WH-CENTRAL,"Atlanta, GA",2025-10-01,2025-10-09,2025-10-09,124.08,False,445.5,delivered
SHP-6133,SO,SO-2799,Atlas Global Freight,ground,WH-SOUTH,"Detroit, MI",2025-10-01,2025-10-11,2025-10-12,240.21,False,258.5,delivered
SHP-6134,SO,SO-4774,Atlas Global Freight,ground,WH-WEST,"Hartford, CT",2025-10-08,2025-10-13,2025-10-13,205.27,False,490.1,delivered
SHP-6135,PO,PO-1093,Atlas Global Freight,LTL,WH-CENTRAL,"Portland, OR",2025-09-18,2025-09-24,2025-09-26,234.98,False,112.5,delayed
SHP-6136,SO,SO-5084,Midwest Express Shipping,LTL,WH-WEST,"Atlanta, GA",2025-09-26,2025-10-01,2025-10-01,378.99,False,298.8,delivered
SHP-6137,PO,PO-3214,Pacific Coast Carriers,ground,WH-WEST,"Detroit, MI",2025-10-07,2025-10-10,2025-10-10,147.73,False,352.3,delivered
SHP-6138,SO,SO-7090,FastTrack Logistics,FTL,WH-WEST,"Atlanta, GA",2025-09-24,2025-09-28,2025-10-01,321.22,False,86.9,delayed
SHP-6139,PO,PO-1535,Pacific Coast Carriers,ground,WH-WEST,"Hartford, CT",2025-09-22,2025-09-30,2025-09-30,254.49,False,303.5,delivered
SHP-6140,SO,SO-3822,Continental Freight,LTL,WH-WEST,"Charlotte, NC",2025-10-02,2025-10-10,2025-10-10,326.72,False,246.3,delivered
SHP-6141,PO,PO-2890,Southern Route Transport,ground,WH-WEST,"Omaha, NE",2025-10-01,2025-10-08,2025-10-08,312.75,False,237.5,delivered
SHP-6142,PO,PO-1453,FastTrack Logistics,ground,WH-CENTRAL,"Detroit, MI",2025-10-06,2025-10-12,2025-10-12,314.93,False,300.8,delivered
SHP-6143,SO,SO-4401,Atlas Global Freight,FTL,WH-EAST,"Hartford, CT",2025-09-24,2025-10-01,2025-10-03,145.94,False,397.4,delayed
SHP-6144,SO,SO-2015,FastTrack Logistics,ground,WH-WEST,"Indianapolis, IN",2025-10-07,2025-10-13,2025-10-13,125.82,False,61.7,delivered
SHP-6145,SO,SO-3060,Midwest Express Shipping,ground,WH-WEST,"Atlanta, GA",2025-09-29,2025-10-02,2025-10-05,345.41,False,67.6,delayed
SHP-6146,PO,PO-2660,Midwest Express Shipping,FTL,WH-EAST,"Reno, NV",2025-09-23,2025-10-02,2025-10-02,296.82,False,206.1,delivered
SHP-6147,PO,PO-1109,Pacific Coast Carriers,ground,WH-CENTRAL,"Atlanta, GA",2025-09-30,2025-10-07,2025-10-06,176.47,False,163.0,delivered
SHP-6148,PO,PO-2240,FastTrack Logistics,air,WH-WEST,"Hartford, CT",2025-10-06,2025-10-08,2025-10-08,655.93,True,47.6,delivered
SHP-6149,PO,PO-4120,Continental Freight,LTL,WH-WEST,"Houston, TX",2025-09-17,2025-09-23,2025-09-23,257.74,False,219.4,delivered
SHP-6150,PO,PO-1990,Southern Route Transport,ground,WH-WEST,"Boston, MA",2025-10-07,2025-10-16,2025-10-16,257.33,False,170.5,delivered
SHP-6151,SO,SO-5598,Atlas Global Freight,ground,WH-EAST,"Indianapolis, IN",2025-09-17,2025-09-21,2025-09-21,336.55,False,310.3,delivered
SHP-6152,PO,PO-3579,FastTrack Logistics,ground,WH-SOUTH,"Cleveland, OH",2025-10-02,2025-10-12,2025-10-12,269.41,False,458.8,delivered
SHP-6153,PO,PO-3401,Pacific Coast Carriers,LTL,WH-WEST,"Atlanta, GA",2025-10-01,2025-10-11,2025-10-13,369.0,False,251.1,delayed
SHP-6154,SO,SO-3090,FastTrack Logistics,air,WH-CENTRAL,"Cleveland, OH",2025-09-17,2025-09-19,2025-09-19,543.14,True,31.1,delivered
SHP-6155,SO,SO-6559,Continental Freight,ground,WH-CENTRAL,"Hartford, CT",2025-09-29,2025-10-03,2025-10-02,277.89,False,17.3,delivered
SHP-6156,PO,PO-2301,Atlas Global Freight,ground,WH-SOUTH,"Houston, TX",2025-09-24,2025-09-29,2025-09-28,317.26,False,228.1,delivered
SHP-6157,PO,PO-2816,Midwest Express Shipping,ground,WH-SOUTH,"Hartford, CT",2025-09-23,2025-09-27,2025-09-27,334.19,False,246.1,delivered
SHP-6158,SO,SO-4955,Pacific Coast Carriers,FTL,WH-WEST,"Indianapolis, IN",2025-09-24,2025-10-03,2025-10-03,356.61,False,314.7,delivered
SHP-6159,SO,SO-3381,Continental Freight,ground,WH-SOUTH,"Long Beach, CA",2025-10-01,2025-10-10,2025-10-10,345.84,False,445.0,delivered
SHP-6160,SO,SO-3012,Midwest Express Shipping,ground,WH-WEST,"Reno, NV",2025-09-17,2025-09-20,2025-09-20,150.15,False,298.8,delivered
SHP-6161,SO,SO-6996,Midwest Express Shipping,FTL,WH-SOUTH,"Portland, OR",2025-09-16,2025-09-26,2025-09-26,359.33,False,39.3,delivered
SHP-6162,SO,SO-5413,FastTrack Logistics,FTL,WH-EAST,"Reno, NV",2025-10-10,2025-10-17,2025-10-16,287.17,False,372.7,delivered
SHP-6163,SO,SO-5484,Atlas Global Freight,ground,WH-SOUTH,"Cleveland, OH",2025-09-23,2025-09-27,2025-09-27,296.23,False,356.1,delivered
SHP-6164,SO,SO-4345,Southern Route Transport,ground,WH-WEST,"Omaha, NE",2025-09-18,2025-09-21,2025-09-22,343.88,False,287.0,delivered
SHP-6165,SO,SO-5174,FastTrack Logistics,air,WH-EAST,"Portland, OR",2025-09-18,2025-09-21,2025-09-23,735.28,True,457.6,delayed
SHP-6166,PO,PO-1561,FastTrack Logistics,LTL,WH-EAST,"Charlotte, NC",2025-09-24,2025-10-02,2025-10-02,349.37,False,394.0,delivered
SHP-6167,SO,SO-7340,FastTrack Logistics,FTL,WH-SOUTH,"Portland, OR",2025-10-08,2025-10-12,2025-10-12,330.9,False,404.6,delivered
SHP-6168,SO,SO-4114,Atlas Global Freight,FTL,WH-CENTRAL,"Reno, NV",2025-09-26,2025-10-05,2025-10-08,367.01,False,207.2,delayed
SHP-6169,PO,PO-2834,Midwest Express Shipping,ground,WH-EAST,"Cleveland, OH",2025-10-03,2025-10-09,2025-10-09,256.98,False,356.7,delivered
SHP-6170,SO,SO-2981,Midwest Express Shipping,ground,WH-SOUTH,"Cleveland, OH",2025-09-19,2025-09-24,2025-09-25,373.9,False,354.0,delivered
SHP-6171,PO,PO-2356,Atlas Global Freight,ground,WH-WEST,"Detroit, MI",2025-10-02,2025-10-10,2025-10-10,264.79,False,292.3,delivered
SHP-6172,PO,PO-2672,FastTrack Logistics,air,WH-WEST,"Indianapolis, IN",2025-09-26,2025-09-28,2025-09-28,632.7,True,419.1,delivered
SHP-6173,SO,SO-5695,Pacific Coast Carriers,ground,WH-CENTRAL,"Boston, MA",2025-09-25,2025-10-01,2025-10-01,285.52,False,126.2,delivered
SHP-6174,SO,SO-3944,Southern Route Transport,ground,WH-CENTRAL,"Charlotte, NC",2025-09-24,2025-10-03,2025-10-03,376.33,False,379.4,delivered
SHP-6175,PO,PO-1429,Continental Freight,FTL,WH-CENTRAL,"Houston, TX",2025-09-15,2025-09-21,2025-09-21,338.6,False,480.4,delivered
SHP-6176,SO,SO-5926,FastTrack Logistics,air,WH-WEST,"Charlotte, NC",2025-09-23,2025-09-26,2025-09-26,672.07,True,63.3,delivered
SHP-6177,PO,PO-1685,Continental Freight,ground,WH-EAST,"Portland, OR",2025-09-17,2025-09-23,2025-09-23,333.49,False,243.9,delivered
SHP-6178,SO,SO-2191,Atlas Global Freight,FTL,WH-WEST,"Long Beach, CA",2025-09-18,2025-09-28,2025-09-28,370.87,False,136.3,delivered
SHP-6179,SO,SO-4490,Pacific Coast Carriers,FTL,WH-EAST,"Indianapolis, IN",2025-10-06,2025-10-09,2025-10-08,323.31,False,28.1,delivered
SHP-6180,PO,PO-2929,Pacific Coast Carriers,ground,WH-WEST,"Reno, NV",2025-09-23,2025-09-26,2025-09-26,344.6,False,434.9,delivered
SHP-6181,SO,SO-7021,Pacific Coast Carriers,ground,WH-EAST,"Boston, MA",2025-09-26,2025-09-29,2025-09-29,130.94,False,243.6,delivered
SHP-6182,PO,PO-3878,Southern Route Transport,ground,WH-SOUTH,"Cleveland, OH",2025-10-09,2025-10-19,2025-10-19,304.41,False,159.3,delivered
SHP-6183,SO,SO-2288,Southern Route Transport,ground,WH-CENTRAL,"Charlotte, NC",2025-10-09,2025-10-14,2025-10-14,258.22,False,430.7,delivered
SHP-6184,PO,PO-2398,Pacific Coast Carriers,FTL,WH-CENTRAL,"Indianapolis, IN",2025-10-07,2025-10-14,2025-10-16,289.97,False,310.0,delayed
SHP-6185,SO,SO-2778,FastTrack Logistics,air,WH-WEST,"Houston, TX",2025-09-17,2025-09-19,2025-09-19,833.37,True,33.1,delivered
SHP-6186,SO,SO-2984,Continental Freight,FTL,WH-WEST,"Portland, OR",2025-09-24,2025-09-28,2025-09-30,290.89,False,198.3,delayed
SHP-6187,SO,SO-6791,Atlas Global Freight,LTL,WH-WEST,"Reno, NV",2025-10-01,2025-10-04,2025-10-04,221.33,False,39.0,delivered
SHP-6188,SO,SO-3300,Southern Route Transport,LTL,WH-WEST,"Detroit, MI",2025-10-01,2025-10-07,2025-10-07,367.59,False,214.1,delivered
SHP-6189,PO,PO-3545,Midwest Express Shipping,FTL,WH-CENTRAL,"Detroit, MI",2025-09-24,2025-10-02,2025-10-04,256.06,False,47.6,delayed
SHP-6190,SO,SO-5141,Continental Freight,ground,WH-EAST,"Portland, OR",2025-09-30,2025-10-06,2025-10-06,317.68,False,463.1,delivered
SHP-6191,SO,SO-2781,FastTrack Logistics,air,WH-EAST,"Houston, TX",2025-10-08,2025-10-10,2025-10-10,810.31,True,234.8,delivered
SHP-6192,PO,PO-3219,Midwest Express Shipping,ground,WH-CENTRAL,"Boston, MA",2025-10-08,2025-10-11,2025-10-13,178.03,False,412.7,delayed
SHP-6193,PO,PO-1483,Midwest Express Shipping,ground,WH-EAST,"Houston, TX",2025-09-15,2025-09-19,2025-09-19,152.13,False,391.2,delivered
SHP-6194,SO,SO-4516,Atlas Global Freight,LTL,WH-SOUTH,"Long Beach, CA",2025-09-26,2025-10-02,2025-10-04,249.83,False,183.6,delayed
SHP-6195,SO,SO-6568,Midwest Express Shipping,ground,WH-WEST,"Houston, TX",2025-09-30,2025-10-05,2025-10-07,290.14,False,488.6,delayed
SHP-6196,SO,SO-5918,FastTrack Logistics,FTL,WH-CENTRAL,"Omaha, NE",2025-09-17,2025-09-20,2025-09-20,316.92,False,474.5,delivered
SHP-6197,SO,SO-3190,Atlas Global Freight,ground,WH-WEST,"Indianapolis, IN",2025-10-01,2025-10-08,2025-10-08,307.15,False,60.7,delivered
SHP-6198,SO,SO-2116,Pacific Coast Carriers,ground,WH-WEST,"Long Beach, CA",2025-09-18,2025-09-28,2025-09-28,298.14,False,328.8,delivered
SHP-6199,PO,PO-2670,FastTrack Logistics,ground,WH-WEST,"Indianapolis, IN",2025-09-17,2025-09-23,2025-09-23,151.26,False,223.9,delivered
SHP-6200,SO,SO-7380,Atlas Global Freight,ground,WH-CENTRAL,"Long Beach, CA",2025-09-29,2025-10-03,2025-10-03,148.88,False,229.1,delivered
SHP-6201,PO,PO-1811,Atlas Global Freight,ground,WH-WEST,"Reno, NV",2025-09-22,2025-09-27,2025-09-27,180.4,False,481.7,delivered
SHP-6202,SO,SO-5591,FastTrack Logistics,FTL,WH-EAST,"Omaha, NE",2025-09-15,2025-09-20,2025-09-21,232.47,False,405.8,delivered
SHP-6203,PO,PO-1964,FastTrack Logistics,air,WH-WEST,"Indianapolis, IN",2025-09-26,2025-09-28,2025-09-30,769.69,True,78.2,delayed
SHP-6204,SO,SO-3880,Atlas Global Freight,ground,WH-SOUTH,"Indianapolis, IN",2025-10-07,2025-10-11,2025-10-11,126.41,False,43.2,delivered
SHP-6205,SO,SO-4387,Midwest Express Shipping,FTL,WH-CENTRAL,"Indianapolis, IN",2025-09-23,2025-09-28,2025-09-28,294.16,False,277.1,delivered
SHP-6206,PO,PO-4086,Atlas Global Freight,ground,WH-SOUTH,"Portland, OR",2025-09-15,2025-09-24,2025-09-24,221.05,False,352.6,delivered
SHP-6207,SO,SO-2798,Atlas Global Freight,FTL,WH-CENTRAL,"Portland, OR",2025-09-22,2025-09-27,2025-09-27,225.67,False,340.1,delivered
SHP-6208,SO,SO-5544,FastTrack Logistics,ground,WH-SOUTH,"Cleveland, OH",2025-09-15,2025-09-25,2025-09-25,213.28,False,70.9,delivered
SHP-6209,SO,SO-2762,Continental Freight,ground,WH-CENTRAL,"Reno, NV",2025-10-31,2025-11-10,2025-11-09,310.21,False,489.6,delivered
SHP-6210,PO,PO-2653,Continental Freight,ground,WH-EAST,"Omaha, NE",2025-10-22,2025-10-30,2025-10-30,123.17,False,484.0,delivered
SHP-6211,SO,SO-5681,Southern Route Transport,ground,WH-WEST,"Hartford, CT",2025-11-10,2025-11-20,2025-11-20,322.38,False,79.1,delivered
SHP-6212,SO,SO-5210,Midwest Express Shipping,FTL,WH-SOUTH,"Indianapolis, IN",2025-10-24,2025-10-28,2025-10-28,333.02,False,431.5,delivered
SHP-6213,PO,PO-1733,Atlas Global Freight,ground,WH-SOUTH,"Omaha, NE",2025-10-21,2025-10-29,2025-10-29,264.67,False,287.4,delivered
SHP-6214,SO,SO-4133,Midwest Express Shipping,FTL,WH-WEST,"Reno, NV",2025-11-06,2025-11-11,2025-11-11,284.47,False,134.4,delivered
SHP-6215,PO,PO-4121,Atlas Global Freight,ground,WH-CENTRAL,"Hartford, CT",2025-10-13,2025-10-18,2025-10-18,169.5,False,431.4,delivered
SHP-6216,SO,SO-4955,Atlas Global Freight,ground,WH-EAST,"Detroit, MI",2025-10-30,2025-11-03,2025-11-03,319.28,False,500.0,delivered
SHP-6217,SO,SO-5825,Continental Freight,LTL,WH-SOUTH,"Detroit, MI",2025-11-05,2025-11-10,2025-11-10,357.9,False,404.6,delivered
SHP-6218,SO,SO-2881,Southern Route Transport,LTL,WH-CENTRAL,"Cleveland, OH",2025-10-14,2025-10-19,2025-10-19,153.94,False,452.2,delivered
SHP-6219,PO,PO-1465,FastTrack Logistics,LTL,WH-CENTRAL,"Long Beach, CA",2025-10-14,2025-10-18,2025-10-18,167.37,False,135.6,delivered
SHP-6220,PO,PO-2379,FastTrack Logistics,LTL,WH-EAST,"Detroit, MI",2025-11-06,2025-11-14,2025-11-13,159.7,False,291.4,delivered
SHP-6221,SO,SO-6753,Southern Route Transport,LTL,WH-WEST,"Houston, TX",2025-11-07,2025-11-10,2025-11-10,365.0,False,459.5,delivered
SHP-6222,PO,PO-1877,Continental Freight,FTL,WH-SOUTH,"Portland, OR",2025-11-07,2025-11-12,2025-11-12,366.93,False,365.4,delivered
SHP-6223,SO,SO-3477,Pacific Coast Carriers,ground,WH-WEST,"Portland, OR",2025-11-07,2025-11-15,2025-11-15,235.77,False,148.6,delivered
SHP-6224,SO,SO-4989,FastTrack Logistics,LTL,WH-SOUTH,"Cleveland, OH",2025-10-24,2025-11-03,2025-11-03,258.58,False,39.0,delivered
SHP-6225,PO,PO-3992,Atlas Global Freight,FTL,WH-SOUTH,"Hartford, CT",2025-11-07,2025-11-10,2025-11-09,273.07,False,290.1,delivered
SHP-6226,SO,SO-2069,FastTrack Logistics,LTL,WH-CENTRAL,"Charlotte, NC",2025-11-06,2025-11-13,2025-11-13,314.55,False,63.6,delivered
SHP-6227,SO,SO-6297,Continental Freight,LTL,WH-SOUTH,"Houston, TX",2025-10-29,2025-11-04,2025-11-04,338.59,False,498.9,delivered
SHP-6228,SO,SO-2980,Midwest Express Shipping,FTL,WH-CENTRAL,"Charlotte, NC",2025-11-06,2025-11-14,2025-11-13,239.06,False,321.2,delivered
SHP-6229,SO,SO-3702,Midwest Express Shipping,ground,WH-CENTRAL,"Portland, OR",2025-10-27,2025-11-05,2025-11-05,337.08,False,302.4,delivered
SHP-6230,SO,SO-2353,Southern Route Transport,FTL,WH-SOUTH,"Charlotte, NC",2025-10-20,2025-10-23,2025-10-23,130.09,False,108.1,delivered
SHP-6231,SO,SO-6208,Pacific Coast Carriers,LTL,WH-CENTRAL,"Indianapolis, IN",2025-10-17,2025-10-27,2025-10-29,321.44,False,320.5,delayed
SHP-6232,PO,PO-3124,Midwest Express Shipping,LTL,WH-EAST,"Atlanta, GA",2025-10-20,2025-10-26,2025-10-26,360.99,False,375.3,delivered
SHP-6233,SO,SO-3306,Midwest Express Shipping,ground,WH-SOUTH,"Long Beach, CA",2025-10-13,2025-10-18,2025-10-21,143.66,False,411.9,delayed
SHP-6234,PO,PO-3145,Pacific Coast Carriers,LTL,WH-EAST,"Portland, OR",2025-10-22,2025-10-29,2025-10-28,151.22,False,198.9,delivered
SHP-6235,SO,SO-4798,Atlas Global Freight,LTL,WH-CENTRAL,"Houston, TX",2025-10-22,2025-10-31,2025-10-31,243.33,False,411.0,delivered
SHP-6236,PO,PO-1809,Pacific Coast Carriers,ground,WH-SOUTH,"Charlotte, NC",2025-11-06,2025-11-15,2025-11-16,324.38,False,409.8,delivered
SHP-6237,PO,PO-3469,FastTrack Logistics,ground,WH-EAST,"Reno, NV",2025-11-11,2025-11-19,2025-11-18,156.15,False,207.0,delivered
SHP-6238,PO,PO-2023,Midwest Express Shipping,LTL,WH-WEST,"Houston, TX",2025-10-28,2025-11-07,2025-11-07,214.97,False,471.9,delivered
SHP-6239,PO,PO-4176,Pacific Coast Carriers,LTL,WH-EAST,"Houston, TX",2025-10-31,2025-11-04,2025-11-04,358.05,False,338.5,delivered
SHP-6240,PO,PO-3610,Continental Freight,ground,WH-CENTRAL,"Omaha, NE",2025-11-04,2025-11-08,2025-11-08,123.57,False,408.3,delivered
SHP-6241,SO,SO-2886,FastTrack Logistics,FTL,WH-WEST,"Omaha, NE",2025-11-10,2025-11-13,2025-11-13,196.5,False,431.6,delivered
SHP-6242,PO,PO-2822,Midwest Express Shipping,FTL,WH-EAST,"Indianapolis, IN",2025-10-31,2025-11-05,2025-11-05,183.52,False,190.3,delivered
SHP-6243,SO,SO-3556,Pacific Coast Carriers,LTL,WH-WEST,"Long Beach, CA",2025-10-14,2025-10-22,2025-10-22,203.2,False,128.2,delivered
SHP-6244,SO,SO-4564,Southern Route Transport,LTL,WH-CENTRAL,"Indianapolis, IN",2025-10-27,2025-11-01,2025-11-01,321.05,False,36.8,delivered
SHP-6245,PO,PO-1576,Continental Freight,FTL,WH-SOUTH,"Boston, MA",2025-11-11,2025-11-16,2025-11-16,203.76,False,406.4,delivered
SHP-6246,SO,SO-6383,Atlas Global Freight,ground,WH-SOUTH,"Long Beach, CA",2025-10-17,2025-10-21,2025-10-22,148.43,False,254.0,delivered
SHP-6247,SO,SO-6870,Continental Freight,ground,WH-SOUTH,"Hartford, CT",2025-11-06,2025-11-12,2025-11-12,158.8,False,285.5,delivered
SHP-6248,PO,PO-1184,Pacific Coast Carriers,ground,WH-WEST,"Charlotte, NC",2025-10-21,2025-10-25,2025-10-25,248.22,False,441.9,delivered
SHP-6249,SO,SO-3826,Continental Freight,FTL,WH-SOUTH,"Cleveland, OH",2025-10-21,2025-10-28,2025-10-28,221.79,False,267.7,delivered
SHP-6250,PO,PO-1154,Pacific Coast Carriers,ground,WH-SOUTH,"Omaha, NE",2025-10-21,2025-10-26,2025-10-26,186.59,False,306.6,delivered
SHP-6251,PO,PO-2760,Pacific Coast Carriers,LTL,WH-WEST,"Hartford, CT",2025-11-04,2025-11-14,2025-11-14,188.28,False,480.1,delivered
SHP-6252,SO,SO-5944,Continental Freight,LTL,WH-WEST,"Houston, TX",2025-10-14,2025-10-18,2025-10-18,168.01,False,425.1,delivered
SHP-6253,PO,PO-1620,FastTrack Logistics,LTL,WH-CENTRAL,"Cleveland, OH",2025-11-03,2025-11-11,2025-11-11,160.65,False,22.7,delivered
SHP-6254,PO,PO-2484,Continental Freight,ground,WH-CENTRAL,"Detroit, MI",2025-11-04,2025-11-09,2025-11-09,241.5,False,448.0,delivered
SHP-6255,PO,PO-1703,Atlas Global Freight,ground,WH-EAST,"Houston, TX",2025-11-04,2025-11-14,2025-11-14,320.21,False,129.0,delivered
SHP-6256,PO,PO-2855,Midwest Express Shipping,ground,WH-WEST,"Indianapolis, IN",2025-10-16,2025-10-24,2025-10-24,377.03,False,136.2,delivered
SHP-6257,PO,PO-3290,Continental Freight,FTL,WH-SOUTH,"Hartford, CT",2025-10-14,2025-10-24,2025-10-24,208.51,False,121.4,delivered
SHP-6258,SO,SO-3047,Southern Route Transport,FTL,WH-WEST,"Hartford, CT",2025-10-27,2025-11-01,2025-11-01,278.15,False,64.0,delivered
SHP-6259,PO,PO-2379,Midwest Express Shipping,ground,WH-WEST,"Omaha, NE",2025-11-11,2025-11-17,2025-11-17,194.78,False,342.4,delivered
SHP-6260,SO,SO-5616,Pacific Coast Carriers,LTL,WH-WEST,"Detroit, MI",2025-10-20,2025-10-24,2025-10-25,187.21,False,415.8,delivered
SHP-6261,PO,PO-1632,Midwest Express Shipping,ground,WH-SOUTH,"Reno, NV",2025-10-29,2025-11-01,2025-11-01,266.99,False,316.1,delivered
SHP-6262,PO,PO-2195,FastTrack Logistics,air,WH-EAST,"Hartford, CT",2025-11-07,2025-11-09,2025-11-09,660.63,True,376.8,delivered
SHP-6263,PO,PO-2963,Southern Route Transport,ground,WH-EAST,"Detroit, MI",2025-10-15,2025-10-19,2025-10-19,180.17,False,210.5,delivered
