invoice_id,shipment_id,carrier_name,invoice_date,base_rate,fuel_surcharge,accessorial_charges,total_invoiced,contracted_rate,variance_amount,dispute_flag
INV-9058,SHP-6012,Atlas Global Freight,2025-09-23,186.97,14.44,0,201.41,198.45,2.96,False
INV-9059,SHP-6013,Southern Route Transport,2025-09-25,245.63,17.01,0,262.64,260.62,2.02,False
INV-9060,SHP-6014,Southern Route Transport,2025-09-18,225.87,16.7,0,242.57,230.14,12.43,False
INV-9061,SHP-6015,Midwest Express Shipping,2025-09-17,287.31,18.73,0,306.04,292.25,13.79,False
INV-9062,SHP-6016,Midwest Express Shipping,2025-10-10,132.64,12.74,8.14,153.52,139.59,13.93,False
INV-9063,SHP-6017,FastTrack Logistics,2025-09-23,242.34,22.65,0,264.99,256.98,8.01,False
INV-9064,SHP-6018,Southern Route Transport,2025-09-29,180.3,16.74,0,197.04,188.39,8.65,False
INV-9065,SHP-6019,Atlas Global Freight,2025-09-19,329.48,25.86,29.87,385.21,337.59,47.62,False
INV-9066,SHP-6020,Midwest Express Shipping,2025-10-07,148.66,9.89,42.33,200.88,159.83,41.05,False
INV-9067,SHP-6021,FastTrack Logistics,2025-09-25,220.82,14.43,39.61,274.86,234.87,39.99,False
INV-9068,SHP-6022,Southern Route Transport,2025-09-22,270.22,25.63,7.96,303.81,291.78,12.03,False
INV-9069,SHP-6023,Pacific Coast Carriers,2025-09-18,121.56,9.06,0,130.62,123.18,7.44,False
INV-9070,SHP-6024,FastTrack Logistics,2025-09-25,249.51,22.55,1.8,273.86,255.55,18.31,False
INV-9071,SHP-6025,Southern Route Transport,2025-09-19,214.51,13.27,0,227.78,226.16,1.62,False
INV-9072,SHP-6026,Atlas Global Freight,2025-10-06,144.49,10.53,0,155.02,150.29,4.73,False
INV-9073,SHP-6027,Continental Freight,2025-09-24,307.5,24.6,0,332.1,319.79,12.31,False
INV-9074,SHP-6028,Pacific Coast Carriers,2025-10-07,150.84,11.12,5.12,167.08,160.85,6.23,False
INV-9075,SHP-6029,Pacific Coast Carriers,2025-09-18,165.73,11.52,0,177.25,175.65,1.6,False
INV-9076,SHP-6030,Southern Route Transport,2025-09-30,302.99,21.68,0,324.67,318.25,6.42,False
INV-9077,SHP-6031,FastTrack Logistics,2025-09-15,259.62,20.95,0,280.57,271.8,8.77,False
INV-9078,SHP-6032,Midwest Express Shipping,2025-10-06,266.96,23.11,0,290.07,278.86,11.21,False
INV-9079,SHP-6033,Midwest Express Shipping,2025-10-08,176.07,12.0,37.27,225.34,178.7,46.64,False
INV-9080,SHP-6034,Pacific Coast Carriers,2025-09-18,282.6,27.06,43.9,353.56,296.37,57.19,False
INV-9081,SHP-6035,Atlas Global Freight,2025-09-15,209.96,17.71,0,227.67,226.09,1.58,False
INV-9082,SHP-6036,Continental Freight,2025-09-29,148.05,11.84,0,159.89,150.27,9.62,False
INV-9083,SHP-6037,Continental Freight,2025-09-15,345.82,27.67,0,373.49,357.02,16.47,False
INV-9084,SHP-6038,Continental Freight,2025-09-25,337.14,26.97,0,364.11,345.21,18.9,False
INV-9085,SHP-6039,Southern Route Transport,2025-10-10,339.61,29.33,0,368.94,349.39,19.55,False
INV-9086,SHP-6040,FastTrack Logistics,2025-09-26,466.92,30.62,0,497.54,1120.61,-623.07,False
INV-9087,SHP-6041,FastTrack Logistics,2025-09-25,151.25,11.23,0,162.48,156.31,6.17,False
INV-9088,SHP-6042,Pacific Coast Carriers,2025-10-02,283.03,18.3,0,301.33,305.0,-3.67,False
INV-9089,SHP-6043,Midwest Express Shipping,2025-10-02,300.22,28.41,0,328.63,324.15,4.48,False
INV-9090,SHP-6044,Southern Route Transport,2025-09-25,162.75,16.05,0,178.8,166.75,12.05,False
INV-9091,SHP-6045,Pacific Coast Carriers,2025-09-25,333.48,22.98,0,356.46,336.46,20.0,False
INV-9092,SHP-6046,Midwest Express Shipping,2025-09-30,129.55,9.25,0,138.8,136.52,2.28,False
INV-9093,SHP-6047,Continental Freight,2025-09-22,290.1,23.21,0,313.31,312.0,1.31,False
INV-9094,SHP-6048,Midwest Express Shipping,2025-09-15,309.12,22.34,0,331.46,312.68,18.78,False
INV-9095,SHP-6049,Continental Freight,2025-10-07,271.84,21.75,0,293.59,287.66,5.93,False
INV-9096,SHP-6050,Pacific Coast Carriers,2025-09-19,281.74,18.01,0,299.75,303.98,-4.23,False
INV-9097,SHP-6051,Continental Freight,2025-09-15,195.23,15.62,0,210.85,207.98,2.87,False
INV-9098,SHP-6052,FastTrack Logistics,2025-09-30,276.44,25.58,0,302.02,276.52,25.5,False
INV-9099,SHP-6053,Atlas Global Freight,2025-09-15,131.67,11.02,13.89,156.58,133.02,23.56,True
INV-9100,SHP-6054,Pacific Coast Carriers,2025-10-02,255.45,15.64,9.5,280.59,275.76,4.83,False
INV-9101,SHP-6055,Pacific Coast Carriers,2025-09-26,203.59,17.98,0,221.57,219.31,2.26,False
INV-9102,SHP-6056,Pacific Coast Carriers,2025-09-26,183.39,16.24,0,199.63,192.79,6.84,False
INV-9103,SHP-6057,FastTrack Logistics,2025-09-16,305.1,24.71,0,329.81,321.96,7.85,False
INV-9104,SHP-6058,FastTrack Logistics,2025-09-24,333.46,21.95,0,355.41,356.8,-1.39,False
INV-9105,SHP-6059,Pacific Coast Carriers,2025-10-01,124.1,8.29,10.71,143.1,128.65,14.45,False
INV-9106,SHP-6060,Midwest Express Shipping,2025-10-10,204.69,16.97,0,221.66,205.71,15.95,False
INV-9107,SHP-6061,Southern Route Transport,2025-09-15,320.91,23.34,5.78,350.03,333.37,16.66,False
INV-9108,SHP-6062,Atlas Global Freight,2025-10-07,239.45,20.13,0,259.58,242.06,17.52,False
INV-9109,SHP-6063,Southern Route Transport,2025-10-01,269.11,16.82,0,285.93,275.11,10.82,False
INV-9110,SHP-6064,Pacific Coast Carriers,2025-09-18,279.25,22.08,0,301.33,285.13,16.2,False
INV-9111,SHP-6065,Pacific Coast Carriers,2025-10-02,178.99,13.21,0,192.2,182.27,9.93,False
INV-9112,SHP-6066,FastTrack Logistics,2025-10-06,248.95,24.3,0,273.25,251.17,22.08,False
INV-9113,SHP-6067,Midwest Express Shipping,2025-09-26,165.63,15.31,0,180.94,171.49,9.45,False
INV-9114,SHP-6068,Pacific Coast Carriers,2025-09-18,298.27,29.74,2.88,330.89,316.22,14.67,False
INV-9115,SHP-6069,Southern Route Transport,2025-09-15,318.39,21.89,29.94,370.22,319.25,50.97,False
INV-9116,SHP-6070,Southern Route Transport,2025-09-26,187.53,13.45,0,200.98,189.34,11.64,False
INV-9117,SHP-6071,FastTrack Logistics,2025-09-26,164.92,15.05,0,179.97,168.81,11.16,False
INV-9118,SHP-6072,Atlas Global Freight,2025-09-23,255.94,24.9,0,280.84,261.07,19.77,False
INV-9119,SHP-6073,Continental Freight,2025-09-23,330.15,26.41,0,356.56,334.85,21.71,False
INV-9120,SHP-6074,FastTrack Logistics,2025-09-23,206.15,17.6,0,223.75,212.67,11.08,False
INV-9121,SHP-6075,Southern Route Transport,2025-10-09,207.42,19.75,0,227.17,222.92,4.25,False
INV-9122,SHP-6076,FastTrack Logistics,2025-09-15,200.77,14.29,43.22,258.28,201.72,56.56,False
INV-9123,SHP-6077,Midwest Express Shipping,2025-09-30,249.2,15.17,0,264.37,252.06,12.31,False
INV-9124,SHP-6078,Pacific Coast Carriers,2025-09-23,274.35,22.04,0,296.39,274.65,21.74,False
INV-9125,SHP-6079,Atlas Global Freight,2025-09-25,282.66,25.98,0,308.64,296.77,11.87,False
INV-9126,SHP-6080,FastTrack Logistics,2025-09-23,432.42,37.05,0,469.47,1037.81,-568.34,False
INV-9127,SHP-6081,Atlas Global Freight,2025-09-24,141.09,9.82,0,150.91,145.11,5.8,False
INV-9128,SHP-6082,Atlas Global Freight,2025-09-29,302.03,19.78,0,321.81,325.39,-3.58,False
INV-9129,SHP-6083,Atlas Global Freight,2025-10-06,135.72,13.43,0,149.15,142.16,6.99,False
INV-9130,SHP-6084,Atlas Global Freight,2025-10-07,153.63,11.46,0,165.09,162.27,2.82,False
INV-9131,SHP-6085,Continental Freight,2025-09-25,159.87,12.79,0,172.66,170.81,1.85,False
INV-9132,SHP-6086,Midwest Express Shipping,2025-09-19,176.04,12.2,4.18,192.42,181.19,11.23,False
INV-9133,SHP-6087,FastTrack Logistics,2025-10-07,410.17,29.31,0,439.48,984.41,-544.93,False
INV-9134,SHP-6088,Continental Freight,2025-09-29,144.77,11.58,0,156.35,146.09,10.26,False
INV-9135,SHP-6089,Atlas Global Freight,2025-09-26,269.17,22.62,20.8,312.59,279.54,33.05,False
INV-9136,SHP-6090,FastTrack Logistics,2025-09-30,302.58,23.0,27.08,352.66,310.13,42.53,False
INV-9137,SHP-6091,Continental Freight,2025-10-01,221.3,17.7,30.98,269.98,228.47,41.51,False
INV-9138,SHP-6092,Midwest Express Shipping,2025-09-26,206.75,18.13,0,224.88,208.78,16.1,False
INV-9139,SHP-6093,Southern Route Transport,2025-09-18,293.0,26.72,0,319.72,293.42,26.3,False
INV-9140,SHP-6094,Pacific Coast Carriers,2025-10-01,159.35,13.94,0,173.29,162.85,10.44,False
INV-9141,SHP-6095,Southern Route Transport,2025-09-26,131.52,12.48,43.23,187.23,136.13,51.1,False
INV-9142,SHP-6096,Southern Route Transport,2025-09-22,253.8,21.88,0,275.68,258.57,17.11,False
INV-9143,SHP-6097,Atlas Global Freight,2025-10-09,278.03,26.43,9.15,313.61,296.1,17.51,False
INV-9144,SHP-6098,Midwest Express Shipping,2025-09-22,203.21,12.99,0,216.2,203.41,12.79,False
INV-9145,SHP-6099,Southern Route Transport,2025-10-07,333.59,20.52,0,354.11,350.24,3.87,False
INV-9146,SHP-6100,Continental Freight,2025-09-25,345.38,27.63,11.14,384.15,368.48,15.67,False
INV-9147,SHP-6101,FastTrack Logistics,2025-10-03,259.95,17.03,0,276.98,279.64,-2.66,False
INV-9148,SHP-6102,FastTrack Logistics,2025-09-16,132.8,12.15,17.18,162.13,137.69,24.44,False
INV-9149,SHP-6103,Southern Route Transport,2025-09-30,139.73,13.14,16.85,169.72,149.85,19.87,False
INV-9150,SHP-6104,Midwest Express Shipping,2025-09-25,179.89,13.48,17.33,210.7,185.72,24.98,False
INV-9151,SHP-6105,Continental Freight,2025-09-17,294.23,23.54,0,317.77,300.44,17.33,False
INV-9152,SHP-6106,Pacific Coast Carriers,2025-10-01,164.27,14.14,0,178.41,173.62,4.79,False
INV-9153,SHP-6107,Atlas Global Freight,2025-10-01,347.83,28.18,0,376.01,359.42,16.59,False
INV-9154,SHP-6108,Southern Route Transport,2025-10-10,130.02,9.75,0,139.77,130.31,9.46,False
INV-9155,SHP-6109,Pacific Coast Carriers,2025-10-01,132.34,12.09,0,144.43,140.72,3.71,False
INV-9156,SHP-6110,Midwest Express Shipping,2025-09-15,273.74,24.13,0,297.87,293.95,3.92,False
INV-9157,SHP-6111,Atlas Global Freight,2025-10-09,254.44,18.58,19.6,292.62,271.84,20.78,False
INV-9158,SHP-6112,Atlas Global Freight,2025-09-18,296.57,22.87,26.67,346.11,304.49,41.62,False
INV-9159,SHP-6113,Pacific Coast Carriers,2025-10-10,151.13,11.4,0,162.53,160.94,1.59,False
INV-9160,SHP-6114,Continental Freight,2025-09-26,124.57,9.97,40.92,175.46,125.88,49.58,False
INV-9161,SHP-6115,FastTrack Logistics,2025-10-01,286.94,19.57,0,306.51,291.43,15.08,False
INV-9162,SHP-6116,Midwest Express Shipping,2025-10-09,133.59,11.56,0,145.15,141.16,3.99,False
INV-9163,SHP-6117,FastTrack Logistics,2025-09-17,143.56,11.19,0,154.75,144.95,9.8,False
INV-9164,SHP-6118,Midwest Express Shipping,2025-09-15,300.06,18.57,0,318.63,315.8,2.83,False
INV-9165,SHP-6119,Southern Route Transport,2025-09-25,302.18,25.36,40.27,367.81,314.2,53.61,False
INV-9166,SHP-6120,Continental Freight,2025-10-09,239.82,19.19,0,259.01,242.58,16.43,False
INV-9167,SHP-6121,FastTrack Logistics,2025-10-01,215.29,21.32,0,236.61,218.75,17.86,False
INV-9168,SHP-6122,Midwest Express Shipping,2025-09-18,254.98,23.56,26.44,304.98,262.67,42.31,False
INV-9169,SHP-6123,Atlas Global Freight,2025-10-02,347.37,32.72,0,380.09,373.91,6.18,False
INV-9170,SHP-6124,Midwest Express Shipping,2025-10-09,293.27,19.03,35.93,348.23,307.12,41.11,False
INV-9171,SHP-6125,Atlas Global Freight,2025-10-09,315.82,27.43,44.23,387.48,327.04,60.44,False
INV-9172,SHP-6126,Atlas Global Freight,2025-09-25,170.87,12.59,43.66,227.12,175.29,51.83,False
INV-9173,SHP-6127,Midwest Express Shipping,2025-10-01,216.03,20.21,0,236.24,224.92,11.32,False
INV-9174,SHP-6128,Atlas Global Freight,2025-09-25,298.42,23.91,0,322.33,310.68,11.65,False
INV-9175,SHP-6129,Midwest Express Shipping,2025-10-02,241.59,19.42,10.65,271.66,246.89,24.77,False
INV-9176,SHP-6130,FastTrack Logistics,2025-10-02,370.07,23.27,0,393.34,888.17,-494.83,False
INV-9177,SHP-6131,Atlas Global Freight,2025-10-07,212.12,19.8,0,231.92,214.86,17.06,False
INV-9178,SHP-6132,Continental Freight,2025-09-15,206.07,16.49,0.07,222.63,214.81,7.82,False
INV-9179,SHP-6133,Continental Freight,2025-10-06,154.54,12.36,0,166.9,163.86,3.04,False
INV-9180,SHP-6134,Southern Route Transport,2025-09-15,315.56,26.29,0,341.85,326.03,15.82,False
INV-9181,SHP-6135,Continental Freight,2025-09-23,257.84,20.63,23.74,302.21,274.93,27.28,False
INV-9182,SHP-6136,Pacific Coast Carriers,2025-09-16,120.71,10.9,35.07,166.68,122.73,43.95,False
INV-9183,SHP-6137,Continental Freight,2025-10-01,292.83,23.43,0,316.26,313.96,2.3,False
INV-9184,SHP-6138,Atlas Global Freight,2025-09-29,288.64,27.04,43.44,359.12,294.98,64.14,False
INV-9185,SHP-6139,Atlas Global Freight,2025-09-16,203.52,17.71,0,221.23,209.78,11.45,False
INV-9186,SHP-6140,Southern Route Transport,2025-09-24,132.5,9.85,0,142.35,137.11,5.24,False
INV-9187,SHP-6141,Southern Route Transport,2025-09-30,171.4,11.76,0,183.16,177.91,5.25,False
INV-9188,SHP-6142,Continental Freight,2025-09-25,210.84,16.87,43.7,271.41,211.36,60.05,False
INV-9189,SHP-6143,Atlas Global Freight,2025-09-29,293.97,28.41,0,322.38,306.25,16.13,False
INV-9190,SHP-6144,Continental Freight,2025-10-09,316.9,25.35,0,342.25,332.95,9.3,False
INV-9191,SHP-6145,Midwest Express Shipping,2025-09-18,142.56,10.17,0,152.73,142.57,10.16,False
INV-9192,SHP-6146,Continental Freight,2025-10-07,170.47,13.64,15.17,199.28,175.06,24.22,False
INV-9193,SHP-6147,Pacific Coast Carriers,2025-09-25,185.7,13.77,21.91,221.38,191.95,29.43,False
INV-9194,SHP-6148,Pacific Coast Carriers,2025-10-01,276.83,26.42,0,303.25,291.72,11.53,False
INV-9195,SHP-6149,Atlas Global Freight,2025-09-25,316.15,26.41,0,342.56,316.49,26.07,False
INV-9196,SHP-6150,Midwest Express Shipping,2025-10-06,145.42,8.84,0,154.26,145.75,8.51,False
INV-9197,SHP-6151,Pacific Coast Carriers,2025-09-22,341.32,22.33,8.04,371.69,356.23,15.46,False
INV-9198,SHP-6152,Pacific Coast Carriers,2025-09-19,338.75,25.49,21.51,385.75,342.01,43.74,False
INV-9199,SHP-6153,FastTrack Logistics,2025-10-03,151.44,10.0,35.52,196.96,163.06,33.9,False
INV-9200,SHP-6154,FastTrack Logistics,2025-09-23,438.66,39.85,0,478.51,1052.78,-574.27,False
INV-9201,SHP-6155,FastTrack Logistics,2025-10-10,324.32,28.29,0,352.61,346.12,6.49,False
INV-9202,SHP-6156,Southern Route Transport,2025-10-08,298.52,18.53,27.65,344.7,309.31,35.39,False
INV-9203,SHP-6157,Pacific Coast Carriers,2025-09-22,222.74,17.28,42.99,283.01,233.55,49.46,False
INV-9204,SHP-6158,Midwest Express Shipping,2025-09-26,193.08,11.95,29.05,234.08,206.53,27.55,False
INV-9205,SHP-6159,Pacific Coast Carriers,2025-09-29,321.67,26.0,0,347.67,346.2,1.47,False
INV-9206,SHP-6160,Pacific Coast Carriers,2025-09-17,213.66,17.66,7.64,238.96,216.29,22.67,False
INV-9207,SHP-6161,Continental Freight,2025-10-06,328.0,26.24,0,354.24,342.1,12.14,False
INV-9208,SHP-6162,FastTrack Logistics,2025-09-29,219.57,20.31,0,239.88,225.52,14.36,False
INV-9209,SHP-6163,Atlas Global Freight,2025-09-24,163.38,14.03,0,177.41,164.86,12.55,False
INV-9210,SHP-6164,Southern Route Transport,2025-09-24,294.39,18.55,0,312.94,304.91,8.03,False
INV-9211,SHP-6165,Atlas Global Freight,2025-09-18,242.56,18.14,0,260.7,257.65,3.05,False
INV-9212,SHP-6166,FastTrack Logistics,2025-10-09,193.97,14.76,0,208.73,198.0,10.73,False
INV-9213,SHP-6167,Southern Route Transport,2025-10-09,188.69,15.51,6.81,211.01,197.97,13.04,False
INV-9214,SHP-6168,Southern Route Transport,2025-10-08,150.11,13.73,0,163.84,158.61,5.23,False
INV-9215,SHP-6169,Pacific Coast Carriers,2025-10-09,230.1,14.88,8.67,253.65,242.49,11.16,False
INV-9216,SHP-6170,Atlas Global Freight,2025-10-10,197.48,17.72,34.02,249.22,211.2,38.02,False
INV-9217,SHP-6171,Midwest Express Shipping,2025-10-06,265.38,24.2,1.78,291.36,285.33,6.03,False
INV-9218,SHP-6172,Continental Freight,2025-09-24,339.59,27.17,0,366.76,351.1,15.66,False
INV-9219,SHP-6173,FastTrack Logistics,2025-09-26,125.36,8.58,0,133.94,127.57,6.37,False
INV-9220,SHP-6174,Southern Route Transport,2025-09-22,279.08,24.16,14.34,317.58,294.28,23.3,False
INV-9221,SHP-6175,Midwest Express Shipping,2025-09-22,226.66,17.42,0,244.08,233.18,10.9,False
INV-9222,SHP-6176,Southern Route Transport,2025-09-26,324.4,23.08,0,347.48,326.07,21.41,False
INV-9223,SHP-6177,Atlas Global Freight,2025-10-07,304.66,18.41,0,323.07,312.74,10.33,False
INV-9224,SHP-6178,Midwest Express Shipping,2025-10-09,168.72,11.89,0,180.61,174.28,6.33,False
INV-9225,SHP-6179,Southern Route Transport,2025-09-24,297.76,23.79,0,321.55,309.36,12.19,False
INV-9226,SHP-6180,Continental Freight,2025-10-10,121.14,9.69,0,130.83,126.5,4.33,False
INV-9227,SHP-6181,Continental Freight,2025-09-23,227.79,18.22,0,246.01,235.2,10.81,False
INV-9228,SHP-6182,FastTrack Logistics,2025-10-07,322.21,25.67,0,347.88,331.74,16.14,False
INV-9229,SHP-6183,FastTrack Logistics,2025-09-16,173.58,15.99,0,189.57,177.64,11.93,False
INV-9230,SHP-6184,FastTrack Logistics,2025-09-30,360.55,35.02,0,395.57,865.32,-469.75,False
INV-9231,SHP-6185,Atlas Global Freight,2025-09-24,123.29,10.3,0,133.59,128.92,4.67,False
INV-9232,SHP-6186,Atlas Global Freight,2025-09-23,166.57,15.2,0,181.77,178.15,3.62,False
INV-9233,SHP-6187,FastTrack Logistics,2025-10-02,198.44,15.54,31.56,245.54,200.44,45.1,False
INV-9234,SHP-6188,Continental Freight,2025-10-06,225.25,18.02,0,243.27,238.15,5.12,False
INV-9235,SHP-6189,Pacific Coast Carriers,2025-10-09,122.75,10.77,6.41,139.93,125.51,14.42,False
INV-9236,SHP-6190,Continental Freight,2025-09-19,170.03,13.6,0,183.63,174.48,9.15,False
INV-9237,SHP-6191,Pacific Coast Carriers,2025-09-18,173.91,13.48,0,187.39,177.73,9.66,False
INV-9238,SHP-6192,FastTrack Logistics,2025-09-29,170.41,11.81,24.51,206.73,178.98,27.75,False
INV-9239,SHP-6193,FastTrack Logistics,2025-10-07,316.2,28.33,0,344.53,326.63,17.9,False
INV-9240,SHP-6194,Pacific Coast Carriers,2025-09-22,286.35,24.26,29.16,339.77,294.79,44.98,False
INV-9241,SHP-6195,Continental Freight,2025-09-23,194.07,15.53,0,209.6,196.9,12.7,False
INV-9242,SHP-6196,Southern Route Transport,2025-10-09,154.64,12.12,0,166.76,161.48,5.28,False
INV-9243,SHP-6197,Atlas Global Freight,2025-09-16,302.49,22.03,9.28,333.8,325.62,8.18,False
INV-9244,SHP-6198,Atlas Global Freight,2025-09-15,233.94,17.37,0,251.31,249.57,1.74,False
INV-9245,SHP-6199,Pacific Coast Carriers,2025-09-29,314.86,22.53,1.28,338.67,337.29,1.38,False
INV-9246,SHP-6200,Midwest Express Shipping,2025-09-19,230.95,22.13,0,253.08,244.79,8.29,False
INV-9247,SHP-6201,Continental Freight,2025-10-20,276.74,22.14,0.87,299.75,296.16,3.59,False
INV-9248,SHP-6202,FastTrack Logistics,2025-10-24,489.9,40.68,43.79,574.37,1175.76,-601.39,False
INV-9249,SHP-6203,Southern Route Transport,2025-11-04,182.18,13.98,0,196.16,196.16,0.0,False
INV-9250,SHP-6204,Midwest Express Shipping,2025-11-11,239.4,22.6,0,262.0,256.74,5.26,False
INV-9251,SHP-6205,Continental Freight,2025-10-31,198.23,15.86,0,214.09,198.62,15.47,False
INV-9252,SHP-6206,Midwest Express Shipping,2025-10-28,271.98,17.12,0,289.1,275.01,14.09,False
INV-9253,SHP-6207,FastTrack Logistics,2025-10-29,314.77,29.68,0,344.45,336.45,8.0,False
INV-9254,SHP-6208,FastTrack Logistics,2025-10-29,437.42,42.56,18.16,498.14,1049.81,-551.67,False
INV-9255,SHP-6209,Midwest Express Shipping,2025-11-07,162.23,15.82,40.32,218.37,175.2,43.17,False
INV-9256,SHP-6210,Atlas Global Freight,2025-11-07,132.94,12.83,29.27,175.04,138.71,36.33,False
INV-9257,SHP-6211,FastTrack Logistics,2025-11-10,128.26,7.86,30.5,166.62,135.01,31.61,False
INV-9258,SHP-6212,Atlas Global Freight,2025-10-30,347.18,29.38,0,376.56,369.47,7.09,False
INV-9259,SHP-6213,Southern Route Transport,2025-10-27,234.53,15.82,0,250.35,239.73,10.62,False
INV-9260,SHP-6214,Continental Freight,2025-10-15,165.26,13.22,0.47,178.95,167.83,11.12,False
INV-9261,SHP-6215,Atlas Global Freight,2025-10-21,121.07,10.01,0,131.08,129.74,1.34,False
INV-9262,SHP-6216,Continental Freight,2025-10-22,190.73,15.26,0,205.99,194.58,11.41,False
INV-9263,SHP-6217,FastTrack Logistics,2025-11-11,275.66,19.32,29.74,324.72,283.29,41.43,False
INV-9264,SHP-6218,FastTrack Logistics,2025-10-20,294.16,18.31,0,312.47,301.69,10.78,False
INV-9265,SHP-6219,Southern Route Transport,2025-11-05,234.49,15.48,0,249.97,241.22,8.75,False
INV-9266,SHP-6220,Continental Freight,2025-10-29,131.83,10.55,0,142.38,142.12,0.26,False
INV-9267,SHP-6221,FastTrack Logistics,2025-11-10,206.68,14.69,8.5,229.87,211.27,18.6,False
INV-9268,SHP-6222,Southern Route Transport,2025-10-22,257.75,19.09,0,276.84,261.24,15.6,False
INV-9269,SHP-6223,FastTrack Logistics,2025-10-15,270.97,22.64,15.92,309.53,284.3,25.23,False
INV-9270,SHP-6224,Atlas Global Freight,2025-10-21,185.37,11.6,3.03,200.0,189.8,10.2,False
INV-9271,SHP-6225,FastTrack Logistics,2025-11-04,347.13,33.3,0,380.43,369.96,10.47,False
INV-9272,SHP-6226,Southern Route Transport,2025-11-03,186.39,11.77,0,198.16,190.61,7.55,False
INV-9273,SHP-6227,Pacific Coast Carriers,2025-10-29,213.91,18.55,0,232.46,220.15,12.31,False
INV-9274,SHP-6228,Atlas Global Freight,2025-10-13,264.66,23.7,0,288.36,282.53,5.83,False
INV-9275,SHP-6229,Atlas Global Freight,2025-11-05,205.87,12.5,0,218.37,217.49,0.88,False
INV-9276,SHP-6230,Atlas Global Freight,2025-10-16,149.3,13.18,0,162.48,152.3,10.18,False
INV-9277,SHP-6231,FastTrack Logistics,2025-11-06,411.71,25.53,0,437.24,988.1,-550.86,False
INV-9278,SHP-6232,Southern Route Transport,2025-10-23,249.13,15.87,0,265.0,267.44,-2.44,False
INV-9279,SHP-6233,Atlas Global Freight,2025-11-03,268.13,22.76,23.93,314.82,280.1,34.72,False
INV-9280,SHP-6234,Atlas Global Freight,2025-11-05,266.14,21.54,38.76,326.44,270.35,56.09,False
INV-9281,SHP-6235,Atlas Global Freight,2025-11-05,192.1,12.79,0,204.89,200.84,4.05,False
INV-9282,SHP-6236,Midwest Express Shipping,2025-10-23,249.09,23.35,23.17,295.61,252.5,43.11,False
INV-9283,SHP-6237,Midwest Express Shipping,2025-10-27,327.47,30.42,0,357.89,332.01,25.88,False
INV-9284,SHP-6238,Southern Route Transport,2025-10-29,227.2,22.09,0,249.29,244.85,4.44,False
INV-9285,SHP-6239,Atlas Global Freight,2025-10-13,238.82,16.61,0,255.43,249.63,5.8,False
INV-9286,SHP-6240,FastTrack Logistics,2025-10-28,519.4,32.62,0,552.02,1246.56,-694.54,False
INV-9287,SHP-6241,FastTrack Logistics,2025-11-04,128.43,8.41,0,136.84,134.02,2.82,False
INV-9288,SHP-6242,Continental Freight,2025-11-10,123.86,9.91,0,133.77,124.98,8.79,False
INV-9289,SHP-6243,FastTrack Logistics,2025-11-03,236.05,15.01,10.53,261.59,245.94,15.65,False
INV-9290,SHP-6244,Continental Freight,2025-11-11,178.46,14.28,11.45,204.19,190.41,13.78,False
INV-9291,SHP-6245,Atlas Global Freight,2025-10-21,178.17,14.21,0,192.38,179.73,12.65,False
INV-9292,SHP-6246,Atlas Global Freight,2025-11-06,152.97,14.79,2.77,170.53,157.33,13.2,False
INV-9293,SHP-6247,Pacific Coast Carriers,2025-11-05,303.34,20.01,0,323.35,314.61,8.74,False
INV-9294,SHP-6248,FastTrack Logistics,2025-10-13,329.48,24.09,0,353.57,790.75,-437.18,False
INV-9295,SHP-6249,FastTrack Logistics,2025-11-10,139.44,11.53,17.04,168.01,143.96,24.05,False
INV-9296,SHP-6250,Pacific Coast Carriers,2025-10-29,238.86,17.02,0,255.88,248.73,7.15,False
INV-9297,SHP-6251,FastTrack Logistics,2025-10-30,227.83,21.7,10.31,259.84,240.45,19.39,False
INV-9298,SHP-6252,FastTrack Logistics,2025-10-21,285.03,22.56,0,307.59,684.07,-376.48,False
INV-9299,SHP-6253,FastTrack Logistics,2025-10-16,137.84,11.4,0,149.24,145.49,3.75,False
INV-9300,SHP-6254,FastTrack Logistics,2025-11-06,307.01,23.86,28.0,358.87,322.44,36.43,False
INV-9301,SHP-6255,Continental Freight,2025-11-06,195.48,15.64,0,211.12,202.54,8.58,False
INV-9302,SHP-6256,Pacific Coast Carriers,2025-10-29,267.56,17.49,0,285.05,285.05,0.0,False
INV-9303,SHP-6257,Pacific Coast Carriers,2025-10-16,142.23,12.96,0,155.19,150.68,4.51,False
INV-9304,SHP-6258,Atlas Global Freight,2025-10-27,336.01,23.35,0,359.36,358.64,0.72,False
INV-9305,SHP-6259,Atlas Global Freight,2025-10-24,237.99,22.07,0,260.06,253.26,6.8,False
INV-9306,SHP-6260,FastTrack Logistics,2025-10-27,423.61,26.42,0,450.03,1016.66,-566.63,False
INV-9307,SHP-6261,Continental Freight,2025-10-28,139.19,11.14,8.48,158.81,142.69,16.12,False
INV-9308,SHP-6262,Continental Freight,2025-10-16,240.9,19.27,39.52,299.69,255.86,43.83,False
INV-9309,SHP-6263,Atlas Global Freight,2025-10-29,164.82,15.05,22.4,202.27,171.14,31.13,False
INV-9310,SHP-6264,FastTrack Logistics,2025-11-03,337.76,29.22,0,366.98,350.3,16.68,False
INV-9311,SHP-6265,Southern Route Transport,2025-10-30,346.24,33.68,0,379.92,356.14,23.78,False
INV-9312,SHP-6266,FastTrack Logistics,2025-10-20,191.67,18.08,0,209.75,202.1,7.65,False
